"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"wielorodzinne;2020;[ha]";"wielorodzinne;2021;[ha]";"wielorodzinne;2022;[ha]";"jednorodzinne;2020;[ha]";"jednorodzinne;2021;[ha]";"jednorodzinne;2022;[ha]";"spółdzielcze;2020;[ha]";"spółdzielcze;2021;[ha]";"spółdzielcze;2022;[ha]";"komunalne;2020;[ha]";"komunalne;2021;[ha]";"komunalne;2022;[ha]";"towarzystw budownictwa społecznego;2020;[ha]";"towarzystw budownictwa społecznego;2021;[ha]";"towarzystw budownictwa społecznego;2022;[ha]";"osób fizycznych;2020;[ha]";"osób fizycznych;2021;[ha]";"osób fizycznych;2022;[ha]";"spółek i innych;2020;[ha]";"spółek i innych;2021;[ha]";"spółek i innych;2022;[ha]";
2605083;"Stąporków (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2605085;"Stąporków - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2606000;"Powiat opatowski";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2606043;"Opatów (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2607000;"Powiat ostrowiecki";3;4;2;0;0;1;3;4;1;0;0;0;0;0;0;0;0;1;3;4;1;0;0;0;
2607011;"Ostrowiec Świętokrzyski (1)";3;4;2;0;0;1;3;4;1;0;0;0;0;0;0;0;0;1;3;4;1;0;0;0;
2608000;"Powiat pińczowski";0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2608022;"Kije (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2609000;"Powiat sandomierski";1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;
2609011;"Sandomierz (1)";1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;
2610000;"Powiat skarżyski";1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2610011;"Skarżysko-Kamienna (1)";1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2610042;"Skarżysko Kościelne (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2611000;"Powiat starachowicki";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2611011;"Starachowice (1)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2612000;"Powiat staszowski";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2612073;"Staszów (3)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2612074;"Staszów - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2613000;"Powiat włoszczowski";1;0;4;0;0;0;1;0;4;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;
2613042;"Radków (2)";0;0;4;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;
2613052;"Secemin (2)";1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2661000;"Powiat m. Kielce";2;1;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;
2661011;"Kielce (1)";2;1;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;
2800000;"WARMIŃSKO-MAZURSKIE";60;76;49;12;16;7;47;59;43;0;0;0;1;5;6;2;0;0;44;57;32;13;14;12;
2801000;"Powiat bartoszycki";1;2;3;0;0;0;1;2;3;0;0;0;0;0;2;0;0;0;1;2;1;0;0;0;
2801011;"Bartoszyce (1)";0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;
2801021;"Górowo Iławeckie (1)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2801032;"Bartoszyce (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2801043;"Bisztynek (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2801044;"Bisztynek - miasto (4)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2801052;"Górowo Iławeckie (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2802000;"Powiat braniewski";0;3;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;
2802011;"Braniewo (1)";0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
2802033;"Frombork (3)";0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2802034;"Frombork - miasto (4)";0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2803000;"Powiat działdowski";1;4;2;0;2;0;1;2;2;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;
2803043;"Lidzbark (3)";1;4;1;0;2;0;1;2;1;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;
2803044;"Lidzbark - miasto (4)";0;3;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;
2803045;"Lidzbark - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2804000;"Powiat elbląski";3;3;2;1;0;0;2;3;2;0;0;0;1;0;0;0;0;0;1;3;2;1;0;0;
2804042;"Markusy (2)";1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2804073;"Pasłęk (3)";2;2;1;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;
2804074;"Pasłęk - miasto (4)";2;2;1;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;
2804075;"Pasłęk - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2805000;"Powiat ełcki";3;1;1;1;0;0;2;1;1;0;0;0;0;0;1;0;0;0;2;1;0;1;0;0;
2805011;"Ełk (1)";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2805022;"Ełk (2)";2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;
2805042;"Prostki (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2805052;"Stare Juchy (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2806000;"Powiat giżycki";3;4;2;1;1;0;2;3;2;0;0;0;0;0;1;0;0;0;0;2;1;2;2;1;
2806011;"Giżycko (1)";2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;
2806042;"Giżycko (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2806062;"Miłki (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2806083;"Ryn (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2806084;"Ryn - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2806102;"Wydminy (2)";0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
2807000;"Powiat iławski";7;3;1;4;0;0;3;3;1;0;0;0;0;0;0;0;0;0;3;3;1;4;0;0;
2807011;"Iława (1)";4;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;
2807021;"Lubawa (1)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2807032;"Iława (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2807063;"Susz (3)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2807064;"Susz - miasto (4)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2807073;"Zalewo (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2807074;"Zalewo - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2808000;"Powiat kętrzyński";1;1;3;0;0;0;1;1;3;0;0;0;0;0;1;0;0;0;1;1;2;0;0;0;
2808011;"Kętrzyn (1)";1;1;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
2808022;"Barciany (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2808043;"Korsze (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2808044;"Korsze - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2809000;"Powiat lidzbarski";3;3;1;2;0;0;1;3;1;0;0;0;0;0;1;2;0;0;1;2;1;0;1;0;
2809011;"Lidzbark Warmiński (1)";2;2;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;
2809053;"Orneta (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2809054;"Orneta - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2810000;"Powiat mrągowski";3;7;1;0;3;0;3;4;1;0;0;0;0;3;0;0;0;0;3;3;1;0;1;0;
2810011;"Mrągowo (1)";1;2;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;
2810023;"Mikołajki (3)";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;
2810024;"Mikołajki - miasto (4)";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;
2810032;"Mrągowo (2)";0;3;0;0;2;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;
2810052;"Sorkwity (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2811000;"Powiat nidzicki";3;3;1;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0;
2811012;"Janowiec Kościelny (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2811022;"Janowo (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2811043;"Nidzica (3)";2;2;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;
2811044;"Nidzica - miasto (4)";1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2811045;"Nidzica - obszar wiejski (5)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2812000;"Powiat nowomiejski";3;3;2;0;0;0;3;3;2;0;0;0;0;0;0;0;0;0;3;3;2;0;0;0;
2812022;"Biskupiec (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2812042;"Kurzętnik (2)";2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;
2812052;"Nowe Miasto Lubawskie (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2813000;"Powiat olecki";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;
2813052;"Świętajno (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2814000;"Powiat olsztyński";7;5;4;2;0;0;6;5;4;0;0;0;0;1;0;0;0;0;5;4;4;2;0;0;
2814013;"Barczewo (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2814014;"Barczewo - miasto (4)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2814015;"Barczewo - obszar wiejski (5)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2814023;"Biskupiec (3)";1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2814024;"Biskupiec - miasto (4)";1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2814033;"Dobre Miasto (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2814034;"Dobre Miasto - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2814042;"Dywity (2)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
2814052;"Gietrzwałd (2)";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;
2814093;"Olsztynek (3)";3;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;
2814094;"Olsztynek - miasto (4)";2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;
2814095;"Olsztynek - obszar wiejski (5)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2815000;"Powiat ostródzki";3;3;5;0;0;0;3;3;5;0;0;0;0;0;0;0;0;0;3;3;5;0;0;0;
2815011;"Ostróda (1)";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2815022;"Dąbrówno (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2815032;"Grunwald (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2815042;"Łukta (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2815052;"Małdyty (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2815073;"Miłomłyn (3)";0;1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;
2815074;"Miłomłyn - miasto (4)";0;1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;
2815092;"Ostróda (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2816000;"Powiat piski";4;5;3;0;0;0;4;5;3;0;0;0;0;0;0;0;0;0;3;4;2;1;1;1;
2816013;"Biała Piska (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2816023;"Orzysz (3)";1;3;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;
2816024;"Orzysz - miasto (4)";1;3;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;
2816033;"Pisz (3)";2;1;2;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;
2816034;"Pisz - miasto (4)";2;1;2;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;
2816043;"Ruciane-Nida (3)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2816044;"Ruciane-Nida - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2817000;"Powiat szczycieński";6;11;6;0;0;0;6;11;6;0;0;0;0;0;0;0;0;0;6;11;6;0;0;0;
2817011;"Szczytno (1)";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2817043;"Pasym (3)";5;9;5;0;0;0;5;9;5;0;0;0;0;0;0;0;0;0;5;9;5;0;0;0;
2817044;"Pasym - miasto (4)";5;9;5;0;0;0;5;9;5;0;0;0;0;0;0;0;0;0;5;9;5;0;0;0;
2817052;"Rozogi (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2817062;"Szczytno (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2818000;"Powiat gołdapski";2;3;1;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;
2818033;"Gołdap (3)";2;3;1;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;
2818034;"Gołdap - miasto (4)";2;3;1;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;
2819000;"Powiat węgorzewski";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2819033;"Węgorzewo (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2819034;"Węgorzewo - miasto (4)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2819035;"Węgorzewo - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2861000;"Powiat m. Elbląg";3;9;9;2;8;4;1;1;5;0;0;0;0;0;0;0;0;0;1;1;0;2;8;9;
2861011;"Elbląg (1)";3;9;9;2;8;4;1;1;5;0;0;0;0;0;0;0;0;0;1;1;0;2;8;9;
2862000;"Powiat m. Olsztyn";1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;
2862011;"Olsztyn (1)";1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;
3000000;"WIELKOPOLSKIE";73;107;94;8;14;29;65;92;65;0;0;0;6;7;5;0;6;7;55;78;55;11;16;26;
3001000;"Powiat chodzieski";2;1;2;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;
3001011;"Chodzież (1)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
3001023;"Budzyń (3)";;0;1;;0;1;;0;0;;0;0;;0;0;;0;0;;0;0;;0;1;
3001024;"Budzyń - miasto (4)";;0;1;;0;1;;0;0;;0;0;;0;0;;0;0;;0;0;;0;1;
3001032;"Chodzież (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
3001053;"Szamocin (3)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
3001054;"Szamocin - miasto (4)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
3001055;"Szamocin - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
3002000;"Powiat czarnkowsko-trzcianecki";8;7;5;0;0;0;8;7;5;0;0;0;0;0;0;0;0;0;8;7;5;0;0;0;
3002011;"Czarnków (1)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
3002022;"Czarnków (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
3002043;"Krzyż Wielkopolski (3)";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;
3002044;"Krzyż Wielkopolski - miasto (4)";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;
3002073;"Trzcianka (3)";2;2;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;
3002074;"Trzcianka - miasto (4)";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;
3002075;"Trzcianka - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
3002083;"Wieleń (3)";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;
3002084;"Wieleń - miasto (4)";2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;
3002085;"Wieleń - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
3003000;"Powiat gnieźnieński";3;6;12;1;1;10;3;5;2;0;0;0;0;0;0;0;0;0;3;5;2;1;1;10;
3003011;"Gniezno (1)";3;3;10;1;1;10;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;1;1;10;
3003032;"Gniezno (2)";0;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;
3003062;"Łubowo (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
3003093;"Trzemeszno (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3003095;"Trzemeszno - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3004000;"Powiat gostyński";2;7;2;1;2;0;2;5;2;0;0;0;0;0;0;0;0;0;2;2;2;1;5;0;
3004013;"Borek Wielkopolski (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3004015;"Borek Wielkopolski - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3004073;"Poniec (3)";2;5;1;1;2;0;1;4;1;0;0;0;0;0;0;0;0;0;1;1;1;1;5;0;
3004074;"Poniec - miasto (4)";1;5;1;1;2;0;0;4;1;0;0;0;0;0;0;0;0;0;0;1;1;1;5;0;
3004075;"Poniec - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
3006000;"Powiat jarociński";0;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
3006013;"Jaraczewo (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3006014;"Jaraczewo - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3006023;"Jarocin (3)";0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
3006024;"Jarocin - miasto (4)";0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
3007000;"Powiat kaliski";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
3007032;"Ceków-Kolonia (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
3008000;"Powiat kępiński";1;1;4;0;1;1;1;1;3;0;0;0;0;0;0;0;0;0;1;1;3;0;1;1;
3008012;"Baranów (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
3008022;"Bralin (2)";0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;
3008033;"Kępno (3)";0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
3008034;"Kępno - miasto (4)";0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
3009000;"Powiat kolski";5;5;4;0;0;1;5;5;3;0;0;0;0;0;0;0;0;0;5;4;3;0;0;1;
3009011;"Koło (1)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
3009022;"Babiak (2)";4;4;3;0;0;0;4;4;3;0;0;0;0;0;0;0;0;0;4;4;3;0;0;0;
3009063;"Kłodawa (3)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
3009064;"Kłodawa - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
3010000;"Powiat koniński";2;2;1;0;0;0;2;2;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;
3010062;"Krzymów (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
3010103;"Sompolno (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3010104;"Sompolno - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3010142;"Wilczyn (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
3011000;"Powiat kościański";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;
3011023;"Czempiń (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
3011025;"Czempiń - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
3011032;"Kościan (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
3011053;"Śmigiel (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
3011054;"Śmigiel - miasto (4)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
3012000;"Powiat krotoszyński";0;1;5;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;
3012023;"Kobylin (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3012025;"Kobylin - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
3012033;"Koźmin Wielkopolski (3)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
3012034;"Koźmin Wielkopolski - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
3012063;"Zduny (3)";0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;
3012065;"Zduny - obszar wiejski (5)";0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;
3013000;"Powiat leszczyński";2;4;1;0;0;0;2;4;1;0;0;0;0;0;0;0;0;0;2;4;1;0;0;0;
3013012;"Krzemieniewo (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
3013043;"Rydzyna (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
