"Kod";"Nazwa";"przeciętna liczba osób na 1 izbę;2002;[-]";"przeciętna liczba osób na 1 izbę;2003;[-]";"przeciętna liczba osób na 1 izbę;2004;[-]";"przeciętna liczba osób na 1 izbę;2005;[-]";"przeciętna liczba osób na 1 izbę;2006;[-]";"przeciętna liczba osób na 1 izbę;2007;[-]";"przeciętna liczba osób na 1 izbę;2008;[-]";"przeciętna liczba osób na 1 izbę;2009;[-]";"przeciętna liczba osób na 1 izbę;2010;[-]";"przeciętna liczba osób na 1 izbę;2011;[-]";"przeciętna liczba osób na 1 izbę;2012;[-]";"przeciętna liczba osób na 1 izbę;2013;[-]";"przeciętna liczba osób na 1 izbę;2014;[-]";"przeciętna liczba osób na 1 izbę;2015;[-]";"przeciętna liczba osób na 1 izbę;2016;[-]";"przeciętna liczba osób na 1 izbę;2017;[-]";"przeciętna liczba osób na 1 izbę;2018;[-]";"przeciętna liczba osób na 1 izbę;2019;[-]";"przeciętna liczba osób na 1 izbę;2020;[-]";"przeciętna liczba osób na 1 izbę;2021;[-]";"przeciętna liczba osób na 1 izbę;2022;[-]";
0212034;"Lwówek Śląski - miasto (4)";;0,78;0,78;0,77;0,77;0,76;0,75;0,74;0,75;0,74;0,73;0,72;0,71;0,70;0,70;0,68;0,68;0,67;0,64;0,63;0,62;
0212035;"Lwówek Śląski - obszar wiejski (5)";;0,76;0,75;0,75;0,74;0,74;0,73;0,73;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,70;0,69;0,69;0,65;0,64;0,64;
0212043;"Mirsk (3)";;0,77;0,77;0,76;0,75;0,75;0,74;0,74;0,72;0,71;0,70;0,70;0,69;0,68;0,68;0,67;0,67;0,66;0,62;0,62;0,62;
0212044;"Mirsk - miasto (4)";;0,83;0,82;0,81;0,81;0,80;0,80;0,80;0,81;0,80;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,67;0,67;0,66;
0212045;"Mirsk - obszar wiejski (5)";;0,73;0,73;0,73;0,72;0,72;0,70;0,69;0,66;0,65;0,64;0,65;0,64;0,63;0,62;0,63;0,62;0,61;0,59;0,58;0,58;
0212053;"Wleń (3)";;0,73;0,73;0,72;0,71;0,71;0,71;0,70;0,67;0,66;0,66;0,65;0,66;0,65;0,65;0,64;0,63;0,62;0,59;0,59;0,58;
0212054;"Wleń - miasto (4)";;0,74;0,74;0,73;0,73;0,73;0,73;0,72;0,72;0,71;0,71;0,70;0,70;0,70;0,70;0,69;0,68;0,67;0,61;0,60;0,59;
0212055;"Wleń - obszar wiejski (5)";;0,73;0,72;0,72;0,70;0,70;0,70;0,69;0,64;0,63;0,63;0,63;0,63;0,62;0,61;0,60;0,60;0,60;0,58;0,58;0,57;
0213000;"Powiat milicki";;0,88;0,87;0,87;0,86;0,86;0,85;0,84;0,81;0,80;0,80;0,78;0,78;0,77;0,76;0,75;0,74;0,73;0,69;0,68;0,67;
0213012;"Cieszków (2)";;0,86;0,85;0,85;0,84;0,83;0,83;0,83;0,80;0,80;0,79;0,78;0,78;0,77;0,76;0,76;0,76;0,74;0,72;0,72;0,71;
0213022;"Krośnice (2)";;0,93;0,92;0,92;0,92;0,92;0,91;0,90;0,85;0,85;0,84;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,73;0,72;0,71;
0213033;"Milicz (3)";;0,87;0,86;0,86;0,85;0,84;0,83;0,82;0,80;0,79;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,67;0,66;0,65;
0213034;"Milicz - miasto (4)";;0,85;0,84;0,84;0,82;0,82;0,81;0,80;0,78;0,78;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,64;0,63;0,62;
0213035;"Milicz - obszar wiejski (5)";;0,89;0,88;0,88;0,87;0,87;0,86;0,85;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,77;0,76;0,75;0,70;0,69;0,68;
0214000;"Powiat oleśnicki";;0,87;0,87;0,86;0,86;0,85;0,84;0,83;0,79;0,78;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,67;0,66;0,65;
0214011;"Oleśnica (1)";;0,87;0,86;0,85;0,85;0,84;0,84;0,83;0,79;0,78;0,78;0,77;0,77;0,76;0,75;0,74;0,73;0,72;0,68;0,67;0,65;
0214023;"Bierutów (3)";;0,90;0,90;0,89;0,89;0,88;0,87;0,87;0,84;0,84;0,83;0,82;0,81;0,80;0,79;0,78;0,77;0,77;0,70;0,68;0,67;
0214024;"Bierutów - miasto (4)";;0,86;0,86;0,85;0,84;0,84;0,83;0,83;0,80;0,80;0,79;0,77;0,77;0,76;0,76;0,75;0,74;0,74;0,65;0,64;0,63;
0214025;"Bierutów - obszar wiejski (5)";;0,95;0,95;0,94;0,93;0,93;0,91;0,91;0,89;0,89;0,88;0,87;0,85;0,84;0,83;0,82;0,81;0,80;0,74;0,73;0,71;
0214032;"Dobroszyce (2)";;0,87;0,87;0,87;0,87;0,86;0,83;0,83;0,80;0,79;0,78;0,77;0,76;0,74;0,73;0,73;0,72;0,71;0,66;0,65;0,64;
0214042;"Dziadowa Kłoda (2)";;0,88;0,87;0,87;0,86;0,87;0,86;0,85;0,82;0,81;0,80;0,79;0,77;0,76;0,76;0,75;0,73;0,72;0,71;0,69;0,69;
0214053;"Międzybórz (3)";;0,87;0,87;0,86;0,86;0,86;0,85;0,84;0,80;0,79;0,78;0,78;0,76;0,75;0,74;0,74;0,73;0,72;0,68;0,67;0,66;
0214054;"Międzybórz - miasto (4)";;0,82;0,82;0,81;0,81;0,81;0,79;0,79;0,74;0,73;0,72;0,72;0,69;0,68;0,67;0,68;0,67;0,66;0,64;0,63;0,62;
0214055;"Międzybórz - obszar wiejski (5)";;0,92;0,92;0,92;0,91;0,91;0,90;0,89;0,85;0,84;0,84;0,84;0,83;0,82;0,81;0,79;0,79;0,78;0,72;0,71;0,70;
0214062;"Oleśnica (2)";;0,94;0,93;0,92;0,90;0,89;0,86;0,85;0,80;0,78;0,77;0,75;0,74;0,72;0,71;0,70;0,69;0,67;0,68;0,65;0,64;
0214073;"Syców (3)";;0,84;0,84;0,83;0,82;0,81;0,80;0,80;0,77;0,76;0,75;0,74;0,73;0,73;0,72;0,71;0,70;0,69;0,65;0,64;0,62;
0214074;"Syców - miasto (4)";;0,81;0,80;0,80;0,79;0,78;0,78;0,77;0,74;0,74;0,73;0,72;0,72;0,72;0,71;0,70;0,70;0,68;0,64;0,62;0,61;
0214075;"Syców - obszar wiejski (5)";;0,90;0,90;0,89;0,88;0,87;0,86;0,86;0,81;0,80;0,79;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,66;0,66;0,65;
0214083;"Twardogóra (3)";;0,86;0,86;0,86;0,86;0,85;0,84;0,83;0,77;0,77;0,76;0,74;0,74;0,73;0,73;0,72;0,71;0,70;0,66;0,65;0,64;
0214084;"Twardogóra - miasto (4)";;0,84;0,84;0,83;0,83;0,83;0,82;0,81;0,78;0,77;0,76;0,75;0,75;0,75;0,74;0,74;0,73;0,72;0,67;0,66;0,65;
0214085;"Twardogóra - obszar wiejski (5)";;0,89;0,89;0,88;0,88;0,88;0,86;0,85;0,77;0,76;0,75;0,74;0,72;0,71;0,71;0,70;0,69;0,68;0,65;0,64;0,63;
0215000;"Powiat oławski";;0,85;0,85;0,84;0,83;0,83;0,82;0,80;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,66;0,65;0,64;0,63;
0215011;"Oława (1)";;0,83;0,83;0,81;0,81;0,79;0,79;0,78;0,76;0,74;0,73;0,72;0,71;0,71;0,70;0,69;0,67;0,66;0,64;0,63;0,61;
0215022;"Domaniów (2)";;0,91;0,90;0,90;0,90;0,89;0,89;0,89;0,84;0,83;0,83;0,82;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,72;
0215033;"Jelcz-Laskowice (3)";;0,88;0,88;0,86;0,85;0,85;0,84;0,81;0,70;0,69;0,68;0,67;0,66;0,65;0,65;0,64;0,63;0,62;0,65;0,64;0,63;
0215034;"Jelcz-Laskowice - miasto (4)";;0,90;0,89;0,88;0,86;0,85;0,85;0,82;0,70;0,68;0,67;0,67;0,66;0,65;0,65;0,64;0,63;0,62;0,66;0,64;0,63;
0215035;"Jelcz-Laskowice - obszar wiejski (5)";;0,84;0,84;0,84;0,83;0,84;0,83;0,81;0,70;0,70;0,69;0,68;0,67;0,65;0,65;0,64;0,63;0,62;0,63;0,63;0,61;
0215042;"Oława (2)";;0,85;0,85;0,85;0,85;0,84;0,84;0,82;0,77;0,77;0,77;0,76;0,75;0,74;0,73;0,72;0,72;0,70;0,67;0,66;0,64;
0216000;"Powiat polkowicki";;0,84;0,83;0,83;0,83;0,81;0,80;0,79;0,79;0,79;0,78;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,68;0,67;0,66;
0216013;"Chocianów (3)";;0,82;0,82;0,82;0,81;0,81;0,81;0,80;0,79;0,78;0,78;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,66;0,65;0,65;
0216014;"Chocianów - miasto (4)";;0,86;0,85;0,85;0,84;0,84;0,83;0,83;0,82;0,81;0,81;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,69;0,68;0,67;
0216015;"Chocianów - obszar wiejski (5)";;0,77;0,76;0,76;0,77;0,76;0,76;0,75;0,74;0,74;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,66;0,63;0,62;0,62;
0216022;"Gaworzyce (2)";;0,81;0,81;0,80;0,81;0,81;0,80;0,80;0,77;0,77;0,77;0,78;0,77;0,75;0,75;0,74;0,74;0,73;0,69;0,69;0,68;
0216032;"Grębocice (2)";;0,89;0,89;0,89;0,89;0,88;0,87;0,87;0,85;0,85;0,85;0,84;0,84;0,84;0,82;0,81;0,80;0,80;0,73;0,72;0,72;
0216043;"Polkowice (3)";;0,85;0,85;0,84;0,83;0,82;0,81;0,80;0,79;0,78;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,67;0,66;0,65;
0216044;"Polkowice - miasto (4)";;0,86;0,86;0,84;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,75;0,75;0,73;0,72;0,70;0,67;0,66;0,65;
0216045;"Polkowice - obszar wiejski (5)";;0,79;0,80;0,81;0,82;0,83;0,82;0,81;0,76;0,77;0,77;0,77;0,75;0,74;0,73;0,72;0,72;0,72;0,64;0,64;0,64;
0216053;"Przemków (3)";;0,81;0,81;0,80;0,80;0,72;0,71;0,71;0,79;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,69;0,68;0,67;
0216054;"Przemków - miasto (4)";;0,83;0,82;0,82;0,81;0,70;0,69;0,69;0,80;0,80;0,79;0,79;0,77;0,76;0,76;0,75;0,73;0,73;0,69;0,67;0,65;
0216055;"Przemków - obszar wiejski (5)";;0,78;0,78;0,78;0,77;0,77;0,77;0,77;0,77;0,77;0,77;0,75;0,76;0,74;0,73;0,73;0,71;0,71;0,70;0,70;0,70;
0216062;"Radwanice (2)";;0,82;0,82;0,82;0,83;0,84;0,84;0,83;0,79;0,78;0,78;0,77;0,76;0,74;0,74;0,73;0,72;0,72;0,67;0,67;0,67;
0217000;"Powiat strzeliński";;0,83;0,83;0,82;0,82;0,81;0,80;0,80;0,77;0,76;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,66;0,65;0,64;
0217012;"Borów (2)";;0,81;0,80;0,80;0,78;0,78;0,78;0,77;0,76;0,75;0,74;0,73;0,73;0,72;0,71;0,70;0,70;0,69;0,65;0,64;0,63;
0217022;"Kondratowice (2)";;0,83;0,83;0,82;0,81;0,81;0,80;0,80;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,71;0,70;0,67;0,66;0,65;
0217032;"Przeworno (2)";;0,82;0,81;0,81;0,80;0,78;0,78;0,77;0,77;0,76;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,67;0,66;0,65;
0217043;"Strzelin (3)";;0,84;0,83;0,83;0,82;0,81;0,81;0,80;0,76;0,75;0,74;0,73;0,73;0,71;0,71;0,70;0,69;0,68;0,65;0,64;0,63;
0217044;"Strzelin - miasto (4)";;0,83;0,82;0,81;0,81;0,80;0,79;0,78;0,75;0,74;0,74;0,73;0,72;0,71;0,71;0,70;0,69;0,68;0,65;0,64;0,62;
0217045;"Strzelin - obszar wiejski (5)";;0,85;0,85;0,84;0,84;0,83;0,83;0,82;0,76;0,76;0,75;0,74;0,73;0,71;0,71;0,70;0,69;0,67;0,64;0,64;0,63;
0217053;"Wiązów (3)";;0,85;0,85;0,85;0,85;0,85;0,84;0,84;0,82;0,81;0,81;0,79;0,78;0,77;0,76;0,75;0,73;0,72;0,71;0,70;0,69;
0217054;"Wiązów - miasto (4)";;0,86;0,84;0,85;0,87;0,88;0,87;0,86;0,82;0,82;0,80;0,78;0,75;0,74;0,74;0,71;0,69;0,66;0,68;0,66;0,65;
0217055;"Wiązów - obszar wiejski (5)";;0,85;0,85;0,84;0,84;0,84;0,83;0,83;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,77;0,76;0,74;0,73;0,72;0,71;
0218000;"Powiat średzki";;0,83;0,82;0,82;0,81;0,81;0,80;0,78;0,75;0,74;0,73;0,72;0,71;0,69;0,68;0,68;0,67;0,66;0,64;0,63;0,62;
0218012;"Kostomłoty (2)";;0,81;0,80;0,79;0,78;0,78;0,78;0,76;0,74;0,73;0,73;0,72;0,71;0,70;0,70;0,70;0,69;0,68;0,72;0,71;0,71;
0218022;"Malczyce (2)";;0,83;0,83;0,82;0,81;0,81;0,80;0,79;0,76;0,75;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,70;0,65;0,64;0,63;
0218032;"Miękinia (2)";;0,86;0,86;0,84;0,84;0,83;0,81;0,78;0,68;0,66;0,65;0,64;0,62;0,61;0,60;0,59;0,59;0,58;0,60;0,59;0,58;
0218043;"Środa Śląska (3)";;0,82;0,82;0,81;0,81;0,81;0,80;0,79;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,73;0,72;0,66;0,65;0,63;
0218044;"Środa Śląska - miasto (4)";;0,78;0,77;0,77;0,77;0,76;0,75;0,73;0,74;0,73;0,72;0,72;0,71;0,69;0,69;0,68;0,68;0,67;0,60;0,60;0,59;
0218045;"Środa Śląska - obszar wiejski (5)";;0,86;0,86;0,86;0,85;0,86;0,85;0,84;0,86;0,85;0,84;0,83;0,82;0,81;0,79;0,79;0,78;0,77;0,71;0,70;0,68;
0218052;"Udanin (2)";;0,82;0,81;0,81;0,81;0,80;0,79;0,79;0,77;0,76;0,76;0,75;0,74;0,73;0,73;0,71;0,70;0,69;0,65;0,63;0,62;
0219000;"Powiat świdnicki";;0,83;0,82;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,67;0,66;0,65;
0219011;"Świdnica (1)";;0,81;0,80;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,71;0,70;0,69;0,68;0,67;0,65;0,64;0,63;
0219021;"Świebodzice (1)";;0,84;0,84;0,83;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,73;0,72;0,68;0,67;0,66;
0219032;"Dobromierz (2)";;0,81;0,81;0,81;0,80;0,80;0,79;0,79;0,79;0,79;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,69;0,68;0,66;
0219043;"Jaworzyna Śląska (3)";;0,86;0,85;0,85;0,85;0,84;0,83;0,82;0,82;0,82;0,81;0,81;0,79;0,78;0,77;0,76;0,75;0,74;0,71;0,70;0,69;
0219044;"Jaworzyna Śląska - miasto (4)";;0,88;0,87;0,87;0,87;0,86;0,85;0,84;0,86;0,85;0,85;0,84;0,83;0,82;0,81;0,79;0,79;0,78;0,74;0,73;0,73;
0219045;"Jaworzyna Śląska - obszar wiejski (5)";;0,84;0,83;0,84;0,83;0,82;0,81;0,81;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,73;0,71;0,67;0,67;0,66;
0219052;"Marcinowice (2)";;0,86;0,86;0,85;0,85;0,84;0,82;0,81;0,76;0,75;0,74;0,74;0,74;0,73;0,72;0,72;0,71;0,71;0,66;0,65;0,65;
0219063;"Strzegom (3)";;0,85;0,84;0,84;0,83;0,83;0,82;0,81;0,82;0,82;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,69;0,68;0,66;
0219064;"Strzegom - miasto (4)";;0,86;0,85;0,85;0,84;0,84;0,83;0,82;0,83;0,82;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,69;0,68;0,66;
0219065;"Strzegom - obszar wiejski (5)";;0,83;0,83;0,83;0,82;0,81;0,80;0,80;0,82;0,81;0,80;0,79;0,78;0,77;0,76;0,76;0,75;0,74;0,69;0,67;0,66;
0219072;"Świdnica (2)";;0,83;0,83;0,82;0,82;0,82;0,80;0,78;0,74;0,73;0,73;0,73;0,73;0,72;0,71;0,70;0,69;0,68;0,64;0,64;0,62;
0219083;"Żarów (3)";;0,84;0,84;0,84;0,84;0,83;0,83;0,82;0,83;0,83;0,82;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,70;0,70;0,68;
0219084;"Żarów - miasto (4)";;0,87;0,87;0,87;0,86;0,85;0,84;0,83;0,82;0,82;0,80;0,79;0,79;0,78;0,78;0,77;0,75;0,74;0,70;0,69;0,68;
0219085;"Żarów - obszar wiejski (5)";;0,82;0,81;0,81;0,81;0,81;0,80;0,80;0,85;0,84;0,84;0,83;0,82;0,81;0,79;0,78;0,77;0,76;0,70;0,70;0,69;
0220000;"Powiat trzebnicki";;0,83;0,83;0,82;0,81;0,81;0,80;0,79;0,76;0,76;0,75;0,74;0,74;0,73;0,72;0,72;0,71;0,70;0,66;0,65;0,64;
0220013;"Oborniki Śląskie (3)";;0,75;0,75;0,74;0,73;0,73;0,72;0,71;0,66;0,66;0,65;0,65;0,64;0,64;0,63;0,63;0,63;0,62;0,61;0,60;0,59;
0220014;"Oborniki Śląskie - miasto (4)";;0,71;0,70;0,70;0,69;0,69;0,68;0,66;0,63;0,63;0,62;0,62;0,61;0,61;0,61;0,61;0,61;0,60;0,60;0,59;0,57;
0220015;"Oborniki Śląskie - obszar wiejski (5)";;0,80;0,79;0,78;0,78;0,78;0,77;0,75;0,68;0,68;0,68;0,68;0,67;0,66;0,65;0,65;0,65;0,64;0,62;0,61;0,61;
0220023;"Prusice (3)";;0,92;0,91;0,90;0,90;0,89;0,89;0,87;0,87;0,87;0,86;0,85;0,84;0,84;0,83;0,83;0,82;0,81;0,78;0,77;0,76;
0220024;"Prusice - miasto (4)";;0,94;0,91;0,90;0,89;0,90;0,89;0,86;0,86;0,86;0,84;0,84;0,83;0,81;0,80;0,79;0,79;0,79;0,74;0,73;0,71;
0220025;"Prusice - obszar wiejski (5)";;0,91;0,91;0,90;0,90;0,89;0,88;0,87;0,88;0,87;0,87;0,86;0,85;0,84;0,84;0,84;0,83;0,82;0,79;0,78;0,77;
0220033;"Trzebnica (3)";;0,87;0,86;0,86;0,85;0,84;0,83;0,83;0,80;0,79;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,73;0,71;0,69;0,68;
0220034;"Trzebnica - miasto (4)";;0,82;0,81;0,80;0,79;0,78;0,78;0,77;0,73;0,72;0,71;0,71;0,70;0,71;0,70;0,69;0,68;0,67;0,67;0,65;0,64;
0220035;"Trzebnica - obszar wiejski (5)";;0,94;0,94;0,94;0,93;0,93;0,92;0,92;0,90;0,90;0,90;0,88;0,87;0,85;0,84;0,84;0,83;0,82;0,76;0,75;0,74;
0220042;"Wisznia Mała (2)";;0,73;0,73;0,71;0,71;0,71;0,69;0,68;0,70;0,68;0,67;0,66;0,66;0,65;0,65;0,64;0,64;0,64;0,60;0,58;0,58;
0220052;"Zawonia (2)";;0,86;0,87;0,86;0,86;0,86;0,85;0,83;0,84;0,84;0,82;0,81;0,80;0,80;0,79;0,79;0,78;0,76;0,65;0,65;0,64;
0220063;"Żmigród (3)";;0,88;0,88;0,87;0,87;0,87;0,86;0,86;0,84;0,83;0,82;0,81;0,80;0,79;0,78;0,78;0,76;0,75;0,68;0,67;0,66;
0220064;"Żmigród - miasto (4)";;0,89;0,88;0,88;0,87;0,87;0,86;0,85;0,84;0,83;0,82;0,81;0,79;0,78;0,78;0,77;0,76;0,74;0,67;0,66;0,65;
0220065;"Żmigród - obszar wiejski (5)";;0,88;0,88;0,87;0,87;0,87;0,87;0,87;0,83;0,83;0,82;0,81;0,80;0,79;0,78;0,78;0,77;0,76;0,68;0,68;0,67;
0221000;"Powiat wałbrzyski";;0,84;0,83;0,83;0,82;0,81;0,80;0,79;0,78;0,78;0,77;0,78;0,77;0,76;0,76;0,75;0,74;0,73;0,68;0,67;0,66;
0221011;"Boguszów-Gorce (1)";;0,88;0,87;0,87;0,86;0,85;0,84;0,83;0,85;0,84;0,84;0,82;0,82;0,80;0,80;0,79;0,78;0,77;0,71;0,70;0,69;
0221021;"Jedlina-Zdrój (1)";;0,82;0,81;0,81;0,79;0,79;0,79;0,78;0,80;0,80;0,79;0,79;0,78;0,78;0,76;0,76;0,75;0,74;0,71;0,70;0,69;
0221031;"Szczawno-Zdrój (1)";;0,68;0,67;0,65;0,65;0,64;0,64;0,64;0,63;0,62;0,62;0,60;0,60;0,59;0,59;0,58;0,58;0,57;0,56;0,54;0,54;
0221042;"Czarny Bór (2)";;0,92;0,92;0,92;0,91;0,91;0,90;0,89;0,84;0,83;0,82;0,82;0,81;0,80;0,80;0,80;0,79;0,78;0,76;0,75;0,74;
0221053;"Głuszyca (3)";;0,87;0,87;0,87;0,86;0,85;0,85;0,84;0,84;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,77;0,76;0,71;0,70;0,69;
0221054;"Głuszyca - miasto (4)";;0,89;0,89;0,88;0,87;0,86;0,85;0,85;0,85;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,77;0,72;0,70;0,70;
0221055;"Głuszyca - obszar wiejski (5)";;0,82;0,83;0,83;0,82;0,83;0,83;0,82;0,80;0,79;0,79;0,78;0,77;0,76;0,76;0,76;0,75;0,75;0,69;0,69;0,68;
0221063;"Mieroszów (3)";;0,88;0,88;0,87;0,86;0,85;0,86;0,86;0,84;0,82;0,81;0,79;0,79;0,78;0,77;0,77;0,76;0,74;0,67;0,66;0,65;
0221064;"Mieroszów - miasto (4)";;0,89;0,88;0,86;0,85;0,84;0,84;0,84;0,86;0,84;0,82;0,80;0,80;0,79;0,78;0,77;0,77;0,75;0,69;0,67;0,66;
0221065;"Mieroszów - obszar wiejski (5)";;0,87;0,87;0,88;0,87;0,87;0,88;0,88;0,81;0,80;0,80;0,78;0,78;0,76;0,75;0,75;0,75;0,73;0,64;0,65;0,63;
0221072;"Stare Bogaczowice (2)";;0,79;0,79;0,79;0,78;0,79;0,78;0,77;0,85;0,84;0,83;0,82;0,81;0,81;0,80;0,80;0,79;0,79;0,72;0,72;0,70;
0221082;"Walim (2)";;0,82;0,82;0,81;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,72;0,69;0,69;0,64;0,63;0,62;
0221091;"Wałbrzych od 2003 do 2012 (1)";;0,84;0,83;0,83;0,82;0,81;0,80;0,79;0,77;0,77;0,76;;;;;;;;;;;
0222000;"Powiat wołowski";;0,81;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,73;0,72;0,71;0,71;0,70;0,69;0,65;0,64;0,63;
0222013;"Brzeg Dolny (3)";;0,80;0,80;0,79;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,71;0,70;0,70;0,69;0,69;0,67;0,66;0,65;0,64;
0222014;"Brzeg Dolny - miasto (4)";;0,78;0,78;0,77;0,76;0,75;0,74;0,73;0,74;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,67;0,66;0,65;0,64;0,63;
0222015;"Brzeg Dolny - obszar wiejski (5)";;0,88;0,87;0,87;0,87;0,87;0,85;0,85;0,81;0,79;0,79;0,78;0,77;0,77;0,77;0,76;0,76;0,75;0,69;0,69;0,69;
0222022;"Wińsko (2)";;0,79;0,78;0,78;0,77;0,77;0,76;0,76;0,75;0,74;0,74;0,73;0,72;0,71;0,70;0,70;0,70;0,69;0,63;0,62;0,62;
0222033;"Wołów (3)";;0,83;0,82;0,82;0,81;0,81;0,79;0,79;0,76;0,76;0,75;0,74;0,74;0,73;0,72;0,72;0,71;0,70;0,66;0,65;0,64;
0222034;"Wołów - miasto (4)";;0,78;0,78;0,77;0,77;0,76;0,75;0,74;0,71;0,71;0,70;0,70;0,69;0,68;0,67;0,67;0,66;0,66;0,63;0,63;0,61;
0222035;"Wołów - obszar wiejski (5)";;0,89;0,89;0,88;0,88;0,87;0,86;0,86;0,83;0,82;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,76;0,69;0,68;0,67;
0223000;"Powiat wrocławski";;0,78;0,78;0,76;0,76;0,74;0,72;0,70;0,61;0,60;0,59;0,59;0,58;0,58;0,57;0,56;0,56;0,55;0,58;0,58;0,57;
0223012;"Czernica (2)";;0,74;0,73;0,72;0,74;0,73;0,71;0,68;0,60;0,60;0,59;0,57;0,56;0,56;0,55;0,54;0,54;0,53;0,50;0,52;0,51;
0223022;"Długołęka (2)";;0,78;0,78;0,77;0,77;0,77;0,75;0,72;0,64;0,63;0,62;0,61;0,60;0,59;0,58;0,58;0,57;0,57;0,59;0,59;0,58;
0223032;"Jordanów Śląski (2)";;0,82;0,83;0,83;0,84;0,84;0,83;0,82;0,89;0,88;0,86;0,85;0,83;0,81;0,81;0,80;0,79;0,78;0,74;0,73;0,72;
0223043;"Kąty Wrocławskie (3)";;0,80;0,79;0,77;0,76;0,74;0,72;0,69;0,59;0,59;0,59;0,59;0,58;0,57;0,56;0,56;0,56;0,55;0,59;0,58;0,57;
0223044;"Kąty Wrocławskie - miasto (4)";;0,79;0,78;0,77;0,76;0,74;0,73;0,69;0,53;0,54;0,54;0,54;0,54;0,54;0,54;0,54;0,54;0,54;0,61;0,60;0,59;
0223045;"Kąty Wrocławskie - obszar wiejski (5)";;0,81;0,80;0,77;0,76;0,75;0,71;0,69;0,62;0,62;0,62;0,61;0,60;0,59;0,57;0,57;0,57;0,56;0,58;0,58;0,56;
0223052;"Kobierzyce (2)";;0,79;0,77;0,75;0,72;0,71;0,67;0,65;0,47;0,48;0,47;0,47;0,47;0,47;0,47;0,47;0,47;0,47;0,57;0,56;0,54;
0223062;"Mietków (2)";;0,80;0,80;0,80;0,80;0,79;0,78;0,78;0,73;0,73;0,72;0,71;0,71;0,71;0,70;0,69;0,68;0,67;0,66;0,65;0,63;
0223073;"Sobótka (3)";;0,82;0,81;0,80;0,80;0,79;0,79;0,78;0,72;0,72;0,72;0,70;0,69;0,69;0,68;0,67;0,66;0,66;0,60;0,59;0,57;
0223074;"Sobótka - miasto (4)";;0,78;0,76;0,75;0,76;0,75;0,75;0,74;0,69;0,69;0,69;0,67;0,66;0,65;0,64;0,64;0,63;0,63;0,59;0,58;0,55;
0223075;"Sobótka - obszar wiejski (5)";;0,87;0,87;0,87;0,86;0,85;0,84;0,84;0,77;0,77;0,76;0,75;0,74;0,73;0,72;0,72;0,70;0,70;0,61;0,61;0,60;
0223083;"Siechnice (3)";;0,72;0,72;0,70;0,69;0,68;0,67;0,65;0,56;0,56;0,54;0,54;0,54;0,54;0,54;0,53;0,53;0,52;0,60;0,60;0,60;
0223084;"Siechnice - miasto (4)";;0,86;0,85;0,82;0,80;0,70;0,68;0,64;0,53;0,53;0,53;0,53;0,53;0,53;0,54;0,54;0,54;0,53;0,68;0,67;0,68;
