"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"ogółem - uzbrojone;2020;[ha]";"ogółem - uzbrojone;2021;[ha]";"ogółem - uzbrojone;2022;[ha]";
2007043;"Nowogród (3)";3,3;3,3;3,3;3,3;3,3;3,3;
2007044;"Nowogród - miasto (4)";2,9;2,9;2,9;2,9;2,9;2,9;
2007045;"Nowogród - obszar wiejski (5)";0,4;0,4;0,4;0,4;0,4;0,4;
2008000;"Powiat moniecki";1,7;1,8;4,6;1,0;1,1;1,1;
2008043;"Knyszyn (3)";0,7;0,7;0,7;0,0;0,0;0,0;
2008044;"Knyszyn - miasto (4)";0,7;0,7;0,7;0,0;0,0;0,0;
2008063;"Mońki (3)";1,0;1,1;1,1;1,0;1,1;1,1;
2008064;"Mońki - miasto (4)";1,0;1,1;1,1;1,0;1,1;1,1;
2008072;"Trzcianne (2)";0,0;0,0;2,8;0,0;0,0;0,0;
2009000;"Powiat sejneński";13,3;12,8;9,8;3,3;3,3;0,8;
2009011;"Sejny (1)";2,2;2,1;2,1;0,0;0,0;0,0;
2009022;"Giby (2)";3,0;3,0;0,0;2,5;2,5;0,0;
2009032;"Krasnopol (2)";0,3;0,3;0,3;0,3;0,3;0,3;
2009042;"Puńsk (2)";7,3;6,9;6,9;0,0;0,0;0,0;
2009052;"Sejny (2)";0,5;0,5;0,5;0,5;0,5;0,5;
2010000;"Powiat siemiatycki";80,6;76,9;74,9;58,0;55,1;54,9;
2010011;"Siemiatycze (1)";11,3;10,5;8,7;0,2;0,2;0,2;
2010023;"Drohiczyn (3)";27,5;27,5;27,5;21,7;21,7;21,7;
2010024;"Drohiczyn - miasto (4)";16,1;16,1;16,1;10,3;10,3;10,3;
2010025;"Drohiczyn - obszar wiejski (5)";11,4;11,4;11,4;11,4;11,4;11,4;
2010052;"Mielnik (2)";27,9;27,9;27,9;25,0;25,0;25,0;
2010062;"Milejczyce (2)";4,5;4,5;4,5;4,5;4,5;4,5;
2010072;"Nurzec-Stacja (2)";9,1;6,2;6,0;6,3;3,4;3,2;
2010092;"Siemiatycze (2)";0,3;0,3;0,3;0,3;0,3;0,3;
2011000;"Powiat sokólski";149,2;148,2;146,1;140,9;140,0;138,8;
2011013;"Dąbrowa Białostocka (3)";3,6;3,6;3,4;0,9;0,9;0,7;
2011014;"Dąbrowa Białostocka - miasto (4)";3,6;3,6;3,4;0,9;0,9;0,7;
2011032;"Korycin (2)";3,2;3,2;3,0;1,8;1,8;1,6;
2011043;"Krynki (3)";118,2;117,3;116,6;118,2;117,3;116,6;
2011044;"Krynki - miasto (4)";33,7;33,7;33,6;33,7;33,7;33,6;
2011045;"Krynki - obszar wiejski (5)";84,5;83,6;83,0;84,5;83,6;83,0;
2011062;"Nowy Dwór (2)";4,5;4,5;4,5;4,5;4,5;4,5;
2011072;"Sidra (2)";1,6;1,6;1,6;1,6;1,6;1,6;
2011083;"Sokółka (3)";15,8;15,7;15,6;13,4;13,4;13,3;
2011084;"Sokółka - miasto (4)";15,8;15,7;15,6;13,4;13,4;13,3;
2011093;"Suchowola (3)";2,0;2,0;1,1;0,2;0,2;0,2;
2011094;"Suchowola - miasto (4)";2,0;2,0;1,1;0,2;0,2;0,2;
2011102;"Szudziałowo (2)";0,3;0,3;0,3;0,3;0,3;0,3;
2012000;"Powiat suwalski";8,7;7,6;7,4;5,8;5,1;5,1;
2012032;"Jeleniewo (2)";0,5;0,5;0,5;0,5;0,5;0,5;
2012062;"Rutka-Tartak (2)";4,9;4,6;4,6;4,9;4,6;4,6;
2012072;"Suwałki (2)";3,3;2,5;2,3;0,4;0,0;0,0;
2013000;"Powiat wysokomazowiecki";6,5;6,5;6,4;1,8;1,7;1,6;
2013011;"Wysokie Mazowieckie (1)";4,3;4,5;4,5;1,5;1,5;1,5;
2013033;"Czyżew (3)";1,8;1,8;1,8;0,0;0,0;0,0;
2013034;"Czyżew - miasto (4)";1,8;1,8;1,8;0,0;0,0;0,0;
2013072;"Nowe Piekuty (2)";0,1;0,0;0,0;0,0;0,0;0,0;
2013082;"Sokoły (2)";0,3;0,2;0,1;0,3;0,2;0,1;
2014000;"Powiat zambrowski";0,3;0,6;1,9;0,0;0,2;1,9;
2014011;"Zambrów (1)";0,3;0,2;1,9;0,0;0,2;1,9;
2014022;"Kołaki Kościelne (2)";0,0;0,4;0,0;0,0;0,0;0,0;
2061000;"Powiat m. Białystok";59,5;57,4;54,4;26,9;26,7;24,3;
2061011;"Białystok (1)";59,5;57,4;54,4;26,9;26,7;24,3;
2062000;"Powiat m. Łomża";1,8;1,2;1,2;1,8;1,2;1,2;
2062011;"Łomża (1)";1,8;1,2;1,2;1,8;1,2;1,2;
2063000;"Powiat m. Suwałki";3,8;1,6;1,9;1,2;1,0;1,5;
2063011;"Suwałki (1)";3,8;1,6;1,9;1,2;1,0;1,5;
2200000;"POMORSKIE";2865,2;2793,1;2757,1;1528,1;1496,2;1481,5;
2201000;"Powiat bytowski";56,9;45,4;40,9;20,3;15,4;12,2;
2201012;"Borzytuchom (2)";4,0;2,5;1,9;0,2;0,5;0,5;
2201023;"Bytów (3)";10,3;9,7;8,6;0,6;0,6;0,2;
2201024;"Bytów - miasto (4)";5,8;5,2;5,0;0,6;0,6;0,2;
2201025;"Bytów - obszar wiejski (5)";4,5;4,5;3,6;0,0;0,0;0,0;
2201032;"Czarna Dąbrówka (2)";3,8;2,0;2,0;3,8;2,0;2,0;
2201042;"Kołczygłowy (2)";5,5;5,5;5,5;2,0;2,0;2,0;
2201052;"Lipnica (2)";4,6;3,1;0,9;4,6;3,1;0,9;
2201063;"Miastko (3)";16,9;15,1;15,1;4,8;3,7;3,7;
2201064;"Miastko - miasto (4)";4,1;4,0;4,0;3,3;3,2;3,2;
2201065;"Miastko - obszar wiejski (5)";12,8;11,1;11,1;1,5;0,5;0,5;
2201072;"Parchowo (2)";0,5;0,5;0,5;0,5;0,5;0,5;
2201082;"Studzienice (2)";4,0;0,5;0,5;0,0;0,0;0,0;
2201092;"Trzebielino (2)";4,2;4,2;4,2;0,7;0,7;0,7;
2201102;"Tuchomie (2)";3,1;2,3;1,7;3,1;2,3;1,7;
2202000;"Powiat chojnicki";37,5;35,0;31,0;5,0;5,6;5,0;
2202011;"Chojnice (1)";28,9;25,8;21,9;2,6;2,6;2,8;
2202023;"Brusy (3)";0,3;0,3;1,0;0,1;0,1;0,1;
2202024;"Brusy - miasto (4)";0,2;0,2;0,2;0,1;0,1;0,1;
2202025;"Brusy - obszar wiejski (5)";0,1;0,1;0,8;0,0;0,0;0,0;
2202032;"Chojnice (2)";5,4;5,4;5,4;0,0;0,0;0,0;
2202043;"Czersk (3)";2,3;2,9;2,1;2,3;2,9;2,1;
2202044;"Czersk - miasto (4)";2,2;2,8;2,0;2,2;2,8;2,0;
2202045;"Czersk - obszar wiejski (5)";0,1;0,1;0,1;0,1;0,1;0,1;
2202052;"Konarzyny (2)";0,6;0,6;0,6;0,0;0,0;0,0;
2203000;"Powiat człuchowski";94,4;92,5;91,4;39,9;36,0;35,0;
2203011;"Człuchów (1)";13,7;13,4;12,4;0,0;0,0;0,0;
2203023;"Czarne (3)";8,5;7,9;6,8;7,4;7,0;6,0;
2203024;"Czarne - miasto (4)";7,8;7,4;6,4;7,3;6,9;5,9;
2203025;"Czarne - obszar wiejski (5)";0,7;0,5;0,4;0,1;0,1;0,1;
2203032;"Człuchów (2)";28,5;25,4;25,3;7,4;4,3;4,3;
2203043;"Debrzno (3)";26,4;26,0;26,0;14,3;13,9;13,9;
2203044;"Debrzno - miasto (4)";26,4;26,0;26,0;14,3;13,9;13,9;
2203052;"Koczała (2)";10,2;10,2;10,2;10,2;10,2;10,2;
2203062;"Przechlewo (2)";0,0;2,5;3,8;0,0;0,0;0,0;
2203072;"Rzeczenica (2)";7,1;7,1;6,9;0,6;0,6;0,6;
2204000;"Powiat gdański";242,4;236,3;232,3;148,1;147,7;147,4;
2204011;"Pruszcz Gdański (1)";2,8;2,4;2,3;1,5;1,5;1,4;
2204022;"Cedry Wielkie (2)";1,4;1,1;1,1;1,3;1,0;1,0;
2204032;"Kolbudy (2)";76,0;75,9;75,9;76,0;75,9;75,9;
2204042;"Pruszcz Gdański (2)";6,9;6,6;6,2;0,0;0,0;0,0;
2204052;"Przywidz (2)";54,4;52,9;52,9;13,1;13,1;13,1;
2204062;"Pszczółki (2)";21,0;21,0;21,0;21,0;21,0;21,0;
2204072;"Suchy Dąb (2)";30,9;30,7;30,5;0,2;0,2;0,0;
2204082;"Trąbki Wielkie (2)";49,0;45,7;42,4;35,0;35,0;35,0;
2205000;"Powiat kartuski";77,8;75,6;81,2;1,6;1,3;1,2;
2205012;"Chmielno (2)";65,8;65,6;65,6;0,0;0,0;0,0;
2205023;"Kartuzy (3)";3,6;3,6;3,6;1,1;1,1;1,1;
2205024;"Kartuzy - miasto (4)";1,1;1,1;1,1;1,1;1,1;1,1;
2205025;"Kartuzy - obszar wiejski (5)";2,5;2,5;2,5;0,0;0,0;0,0;
2205032;"Przodkowo (2)";1,6;0,1;1,7;0,4;0,1;0,0;
2205052;"Somonino (2)";1,9;1,9;3,3;0,1;0,1;0,1;
2205062;"Stężyca (2)";2,0;1,6;4,2;0,0;0,0;0,0;
2205072;"Sulęczyno (2)";2,9;2,8;2,8;0,0;0,0;0,0;
2206000;"Powiat kościerski";82,6;75,3;69,8;14,1;13,1;14,1;
2206011;"Kościerzyna (1)";5,1;3,2;1,9;0,0;0,0;0,0;
2206022;"Dziemiany (2)";0,6;0,6;0,6;0,0;0,0;0,0;
2206042;"Kościerzyna (2)";43,2;41,9;42,0;12,0;11,0;12,0;
2206052;"Liniewo (2)";4,3;4,3;4,3;1,2;1,2;1,2;
2206062;"Lipusz (2)";3,1;2,9;2,8;0,0;0,0;0,0;
2206072;"Nowa Karczma (2)";25,0;21,1;16,9;0,0;0,0;0,0;
2206082;"Stara Kiszewa (2)";1,3;1,3;1,3;0,9;0,9;0,9;
2207000;"Powiat kwidzyński";146,9;143,2;140,8;59,1;57,3;56,4;
2207011;"Kwidzyn (1)";76,4;74,6;74,0;17,8;16,0;15,4;
2207022;"Gardeja (2)";5,0;5,0;5,0;5,0;5,0;5,0;
2207032;"Kwidzyn (2)";23,0;21,9;20,9;10,4;10,4;10,4;
2207043;"Prabuty (3)";26,1;26,1;26,1;14,5;14,5;14,5;
2207044;"Prabuty - miasto (4)";19,3;19,3;19,3;14,5;14,5;14,5;
2207045;"Prabuty - obszar wiejski (5)";6,8;6,8;6,8;0,0;0,0;0,0;
2207052;"Ryjewo (2)";7,0;6,2;5,6;2,0;2,0;1,9;
2207062;"Sadlinki (2)";9,4;9,4;9,2;9,4;9,4;9,2;
2208000;"Powiat lęborski";116,1;118,0;127,4;16,4;15,2;15,6;
2208011;"Lębork (1)";66,6;65,5;72,8;9,1;8,0;8,0;
2208021;"Łeba (1)";41,8;41,7;41,3;6,8;6,7;6,3;
2208032;"Cewice (2)";4,8;4,8;4,8;0,5;0,5;0,5;
2208042;"Nowa Wieś Lęborska (2)";2,9;6,0;8,5;0,0;0,0;0,8;
2209000;"Powiat malborski";294,4;285,0;276,9;142,7;137,3;131,9;
2209011;"Malbork (1)";74,1;69,1;67,4;71,1;69,1;67,4;
2209032;"Lichnowy (2)";5,7;5,4;5,1;0,0;0,0;0,0;
2209042;"Malbork (2)";192,9;190,4;186,8;62,7;60,2;56,6;
2209062;"Miłoradz (2)";4,3;4,0;4,0;4,3;4,0;4,0;
2209073;"Nowy Staw (3)";16,7;15,4;13,2;3,9;3,9;3,9;
2209074;"Nowy Staw - miasto (4)";13,3;12,0;9,8;0,5;0,5;0,5;
2209075;"Nowy Staw - obszar wiejski (5)";3,4;3,4;3,4;3,4;3,4;3,4;
2209082;"Stare Pole (2)";0,7;0,7;0,4;0,7;0,1;0,0;
2210000;"Powiat nowodworski";60,1;59,5;58,2;36,3;39,2;40,0;
2210011;"Krynica Morska (1)";0,0;0,2;1,0;0,0;0,0;1,0;
2210023;"Nowy Dwór Gdański (3)";7,4;7,2;6,0;3,1;6,1;6,0;
2210024;"Nowy Dwór Gdański - miasto (4)";4,5;4,1;2,9;0,2;3,0;2,9;
2210025;"Nowy Dwór Gdański - obszar wiejski (5)";2,9;3,1;3,1;2,9;3,1;3,1;
2210032;"Ostaszewo (2)";0,5;0,0;0,0;0,0;0,0;0,0;
2210042;"Stegna (2)";48,1;48,1;47,3;29,1;29,1;29,1;
2210052;"Sztutowo (2)";4,1;4,0;3,9;4,1;4,0;3,9;
2211000;"Powiat pucki";115,4;105,1;105,5;41,5;36,8;35,9;
2211011;"Hel (1)";5,9;5,6;5,1;1,0;1,0;1,0;
2211023;"Jastarnia (3)";35,8;35,5;35,3;19,9;19,6;19,4;
2211024;"Jastarnia - miasto (4)";24,3;24,1;23,9;16,0;15,8;15,6;
2211025;"Jastarnia - obszar wiejski (5)";11,5;11,4;11,4;3,9;3,8;3,8;
2211031;"Puck (1)";15,0;12,1;11,4;4,6;4,6;3,9;
2211043;"Władysławowo (3)";11,3;9,7;9,4;0,0;0,0;0,0;
2211044;"Władysławowo - miasto (4)";2,5;1,7;2,6;0,0;0,0;0,0;
2211045;"Władysławowo - obszar wiejski (5)";8,8;8,0;6,8;0,0;0,0;0,0;
2211052;"Kosakowo (2)";13,6;13,6;13,1;2,8;2,8;2,8;
2211062;"Krokowa (2)";13,4;9,0;11,8;13,2;8,8;8,8;
2211072;"Puck (2)";20,4;19,6;19,4;0,0;0,0;0,0;
2212000;"Powiat słupski";293,9;280,8;274,3;28,1;17,2;23,7;
2212011;"Ustka (1)";8,9;8,9;8,6;8,9;8,9;8,6;
2212032;"Dębnica Kaszubska (2)";11,7;9,6;6,5;0,4;0,3;2,3;
2212053;"Kępice (3)";6,4;3,8;3,4;0,1;0,1;0,1;
2212055;"Kępice - obszar wiejski (5)";6,4;3,8;3,4;0,1;0,1;0,1;
2212062;"Kobylnica (2)";5,6;5,0;4,7;1,8;0,0;0,0;
2212082;"Słupsk (2)";77,2;71,1;70,8;10,9;4,8;4,5;
2212092;"Smołdzino (2)";13,6;13,6;13,6;1,4;1,4;1,4;
2212102;"Ustka (2)";170,5;168,8;166,7;4,6;1,7;6,8;
2213000;"Powiat starogardzki";49,2;55,2;51,0;8,1;16,9;14,5;
2213013;"Czarna Woda (3)";4,8;3,8;3,8;4,8;3,8;3,8;
2213014;"Czarna Woda - miasto (4)";4,8;3,8;3,8;4,8;3,8;3,8;
2213021;"Skórcz (1)";0,4;0,0;1,4;0,4;0,0;0,0;
2213031;"Starogard Gdański (1)";35,1;38,5;34,4;1,8;4,6;3,5;
2213042;"Bobowo (2)";0,2;0,2;0,0;0,2;0,2;0,0;
2213052;"Kaliska (2)";1,6;0,4;0,1;0,0;0,0;0,0;
2213062;"Lubichowo (2)";0,3;1,1;1,1;0,3;0,2;0,2;
2213072;"Osieczna (2)";0,3;0,7;0,5;0,3;0,7;0,5;
2213082;"Osiek (2)";1,1;1,1;0,0;0,0;0,0;0,0;
2213093;"Skarszewy (3)";3,3;1,0;2,3;0,3;0,0;0,0;
2213095;"Skarszewy - obszar wiejski (5)";3,3;1,0;2,3;0,3;0,0;0,0;
2213112;"Smętowo Graniczne (2)";0,9;0,9;0,9;0,0;0,0;0,0;
2213122;"Starogard Gdański (2)";0,0;7,4;6,5;0,0;7,4;6,5;
2213132;"Zblewo (2)";1,2;0,1;0,0;0,0;0,0;0,0;
2214000;"Powiat tczewski";52,0;50,6;48,4;7,5;6,6;6,6;
2214011;"Tczew (1)";35,9;34,8;33,0;3,4;2,5;2,5;
2214023;"Gniew (3)";4,2;4,0;3,8;1,1;1,1;1,1;
2214024;"Gniew - miasto (4)";2,3;2,2;2,0;1,0;1,0;1,0;
2214025;"Gniew - obszar wiejski (5)";1,9;1,8;1,8;0,1;0,1;0,1;
2214032;"Morzeszczyn (2)";0,1;0,1;0,1;0,1;0,1;0,1;
2214043;"Pelplin (3)";8,2;8,1;7,9;1,2;1,2;1,2;
2214044;"Pelplin - miasto (4)";7,7;7,7;7,7;1,2;1,2;1,2;
2214045;"Pelplin - obszar wiejski (5)";0,5;0,4;0,2;0,0;0,0;0,0;
2214062;"Tczew (2)";3,6;3,6;3,6;1,7;1,7;1,7;
2215000;"Powiat wejherowski";102,3;101,1;99,3;15,2;15,1;11,9;
2215011;"Reda (1)";1,4;1,4;1,5;0,1;0,1;0,1;
2215021;"Rumia (1)";14,7;14,6;11,4;14,7;14,6;11,4;
2215031;"Wejherowo (1)";11,3;10,8;10,6;0,0;0,0;0,0;
2215042;"Choczewo (2)";1,2;3,0;3,0;0,0;0,0;0,0;
2215052;"Gniewino (2)";9,2;8,2;8,2;0,0;0,0;0,0;
2215062;"Linia (2)";0,0;0,0;1,6;0,0;0,0;0,0;
2215072;"Luzino (2)";9,2;9,2;9,2;0,2;0,2;0,2;
2215082;"Łęczyce (2)";0,9;0,7;0,7;0,0;0,0;0,0;
2215092;"Szemud (2)";29,7;29,1;29,0;0,0;0,0;0,0;
2215102;"Wejherowo (2)";24,7;24,1;24,1;0,2;0,2;0,2;
2216000;"Powiat sztumski";25,8;24,6;24,2;20,0;19,1;19,1;
2216013;"Dzierzgoń (3)";4,0;4,0;4,0;4,0;4,0;4,0;
2216014;"Dzierzgoń - miasto (4)";4,0;4,0;4,0;4,0;4,0;4,0;
2216032;"Stary Dzierzgoń (2)";6,6;6,3;5,9;0,8;0,8;0,8;
2216053;"Sztum (3)";15,2;14,3;14,3;15,2;14,3;14,3;
2216054;"Sztum - miasto (4)";13,7;13,1;13,1;13,7;13,1;13,1;
2216055;"Sztum - obszar wiejski (5)";1,5;1,2;1,2;1,5;1,2;1,2;
2261000;"Powiat m. Gdańsk";875,6;872,7;870,1;852,4;849,5;846,9;
2261011;"Gdańsk (1)";875,6;872,7;870,1;852,4;849,5;846,9;
2262000;"Powiat m. Gdynia";6,2;4,5;2,6;6,2;4,5;2,6;
2262011;"Gdynia (1)";6,2;4,5;2,6;6,2;4,5;2,6;
2263000;"Powiat m. Słupsk";88,2;85,2;84,3;18,1;14,9;14,0;
2263011;"Słupsk (1)";88,2;85,2;84,3;18,1;14,9;14,0;
2264000;"Powiat m. Sopot";47,5;47,5;47,5;47,5;47,5;47,5;
2264011;"Sopot (1)";47,5;47,5;47,5;47,5;47,5;47,5;
2400000;"ŚLĄSKIE";3387,0;3322,6;3449,3;1733,2;1678,6;1740,3;
2401000;"Powiat będziński";128,3;120,9;205,6;64,4;59,0;146,6;
2401011;"Będzin (1)";17,0;17,3;14,6;5,9;4,9;4,1;
2401021;"Czeladź (1)";17,3;13,2;102,6;14,5;12,4;102,6;
2401031;"Wojkowice (1)";1,3;1,1;0,9;0,0;0,0;0,0;
2401042;"Bobrowniki (2)";52,5;50,4;48,5;32,5;30,4;28,5;
2401052;"Mierzęcice (2)";1,6;1,3;1,2;0,1;0,0;0,0;
2401062;"Psary (2)";21,9;21,4;22,1;0,4;0,3;0,3;
2401073;"Siewierz (3)";10,7;10,7;10,8;10,7;10,7;10,8;
2401074;"Siewierz - miasto (4)";10,7;10,7;10,8;10,7;10,7;10,8;
2401081;"Sławków (1)";6,0;5,5;4,9;0,3;0,3;0,3;
2402000;"Powiat bielski";46,3;48,8;30,6;22,8;25,3;20,6;
2402022;"Bestwina (2)";1,5;1,5;0,6;1,5;1,5;0,6;
2402043;"Czechowice-Dziedzice (3)";14,9;15,5;15,7;9,5;10,1;10,1;
2402044;"Czechowice-Dziedzice - miasto (4)";14,2;14,8;15,0;8,8;9,4;9,4;
2402045;"Czechowice-Dziedzice - obszar wiejski (5)";0,7;0,7;0,7;0,7;0,7;0,7;
2402052;"Jasienica (2)";4,7;5,5;4,4;4,7;5,5;4,4;
2402062;"Jaworze (2)";0,5;1,6;1,6;0,5;1,6;1,6;
2402072;"Kozy (2)";23,1;23,1;6,7;5,0;5,0;2,3;
2402093;"Wilamowice (3)";1,6;1,6;1,6;1,6;1,6;1,6;
2402094;"Wilamowice - miasto (4)";0,6;0,6;0,6;0,6;0,6;0,6;
2402095;"Wilamowice - obszar wiejski (5)";1,0;1,0;1,0;1,0;1,0;1,0;
2403000;"Powiat cieszyński";179,2;164,9;164,0;102,3;88,1;87,2;
2403011;"Cieszyn (1)";124,3;123,8;122,9;70,0;69,6;68,7;
2403021;"Ustroń (1)";12,4;12,4;12,4;1,6;1,6;1,6;
2403031;"Wisła (1)";15,8;2,0;2,0;15,8;2,0;2,0;
2403042;"Brenna (2)";1,6;1,6;1,6;1,0;1,0;1,0;
2403052;"Chybie (2)";2,6;2,6;2,6;1,1;1,1;1,1;
2403072;"Goleszów (2)";4,1;4,1;4,1;1,8;1,8;1,8;
2403082;"Hażlach (2)";3,0;3,0;3,0;0,0;0,0;0,0;
2403092;"Istebna (2)";0,6;0,6;0,6;0,0;0,0;0,0;
2403103;"Skoczów (3)";5,0;5,0;5,0;3,6;3,6;3,6;
2403104;"Skoczów - miasto (4)";0,8;0,8;0,8;0,8;0,8;0,8;
2403105;"Skoczów - obszar wiejski (5)";4,2;4,2;4,2;2,8;2,8;2,8;
2403113;"Strumień (3)";7,3;7,3;7,3;7,3;7,3;7,3;
2403114;"Strumień - miasto (4)";4,4;4,4;4,4;4,4;4,4;4,4;
2403115;"Strumień - obszar wiejski (5)";2,9;2,9;2,9;2,9;2,9;2,9;
2403122;"Zebrzydowice (2)";2,5;2,5;2,5;0,1;0,1;0,1;
2404000;"Powiat częstochowski";142,5;140,4;150,4;89,8;86,9;90,4;
2404013;"Blachownia (3)";0,4;0,1;1,7;0,1;0,1;0,2;
2404014;"Blachownia - miasto (4)";0,4;0,1;0,9;0,1;0,1;0,2;
2404015;"Blachownia - obszar wiejski (5)";0,0;0,0;0,8;0,0;0,0;0,0;
2404032;"Janów (2)";60,0;59,5;59,6;60,0;59,5;59,6;
2404042;"Kamienica Polska (2)";0,4;0,4;0,4;0,4;0,4;0,4;
2404063;"Koniecpol (3)";2,0;2,0;5,8;0,0;0,0;5,8;
2404064;"Koniecpol - miasto (4)";2,0;2,0;4,3;0,0;0,0;4,3;
2404065;"Koniecpol - obszar wiejski (5)";0,0;0,0;1,5;0,0;0,0;1,5;
2404072;"Konopiska (2)";19,6;16,3;16,3;5,0;2,2;2,2;
2404082;"Kruszyna (2)";4,4;4,4;4,0;3,2;3,2;3,2;
2404092;"Lelów (2)";2,2;1,7;0,8;0,6;0,6;0,6;
2404102;"Mstów (2)";1,2;3,9;6,1;1,2;1,6;2,1;
2404112;"Mykanów (2)";15,2;15,2;15,1;15,2;15,2;15,1;
2404122;"Olsztyn (2)";17,8;17,6;;0,0;0,0;;
2404123;"Olsztyn (3)";;;21,5;;;0,0;
2404124;"Olsztyn - miasto (4)";;;2,2;;;0,0;
2404125;"Olsztyn - obszar wiejski (5)";;;19,3;;;0,0;
2404142;"Przyrów (2)";14,5;14,5;15,0;0,1;0,1;0,1;
2404152;"Rędziny (2)";4,6;4,6;4,0;3,8;3,8;1,1;
2404162;"Starcza (2)";0,2;0,2;0,1;0,2;0,2;0,0;
2405000;"Powiat gliwicki";176,8;174,8;158,2;35,6;33,5;28,1;
2405011;"Knurów (1)";11,1;10,8;10,2;3,6;3,3;2,7;
2405021;"Pyskowice (1)";13,4;11,6;6,9;10,5;9,9;5,2;
2405032;"Gierałtowice (2)";23,3;23,3;22,2;0,0;0,0;0,0;
2405042;"Pilchowice (2)";33,1;32,7;32,5;0,1;0,1;0,1;
2405052;"Rudziniec (2)";18,6;18,4;18,3;18,6;18,4;18,3;
2405063;"Sośnicowice (3)";21,1;20,2;12,8;1,7;1,6;1,6;
2405064;"Sośnicowice - miasto (4)";10,1;10,1;3,6;0,6;0,6;0,6;
2405065;"Sośnicowice - obszar wiejski (5)";11,0;10,1;9,2;1,1;1,0;1,0;
2405073;"Toszek (3)";55,1;53,6;52,6;0,0;0,0;0,0;
2405074;"Toszek - miasto (4)";45,4;43,9;43,1;0,0;0,0;0,0;
2405075;"Toszek - obszar wiejski (5)";9,7;9,7;9,5;0,0;0,0;0,0;
2405082;"Wielowieś (2)";1,1;4,2;2,7;1,1;0,2;0,2;
2406000;"Powiat kłobucki";42,3;39,2;39,3;11,1;8,9;8,5;
2406013;"Kłobuck (3)";16,3;15,4;15,3;3,7;3,6;3,6;
2406014;"Kłobuck - miasto (4)";12,0;12,0;12,0;1,8;1,8;1,8;
2406015;"Kłobuck - obszar wiejski (5)";4,3;3,4;3,3;1,9;1,8;1,8;
2406023;"Krzepice (3)";16,1;16,1;16,1;0,0;0,0;0,0;
2406024;"Krzepice - miasto (4)";16,0;16,0;16,0;0,0;0,0;0,0;
2406025;"Krzepice - obszar wiejski (5)";0,1;0,1;0,1;0,0;0,0;0,0;
2406032;"Lipie (2)";4,9;2,9;2,1;4,9;2,9;2,1;
2406042;"Miedźno (2)";0,0;0,0;0,8;0,0;0,0;0,8;
2406052;"Opatów (2)";0,0;0,0;0,8;0,0;0,0;0,1;
2406062;"Panki (2)";4,1;4,0;3,9;1,6;1,6;1,6;
2406072;"Popów (2)";0,3;0,3;0,3;0,3;0,3;0,3;
2406092;"Wręczyca Wielka (2)";0,6;0,5;0,0;0,6;0,5;0,0;
2407000;"Powiat lubliniecki";59,3;57,4;56,1;31,6;30,0;30,4;
2407011;"Lubliniec (1)";18,6;18,0;16,6;1,5;1,5;1,5;
2407022;"Boronów (2)";10,8;10,9;11,0;10,8;10,9;11,0;
2407032;"Ciasna (2)";5,2;4,7;4,9;5,2;4,7;4,9;
2407052;"Kochanowice (2)";7,5;6,7;6,4;6,7;5,8;5,8;
2407062;"Koszęcin (2)";4,1;4,5;4,6;2,8;2,5;2,6;
2407072;"Pawonków (2)";4,6;4,6;4,6;4,6;4,6;4,6;
2407083;"Woźniki (3)";8,5;8,0;8,0;0,0;0,0;0,0;
2407084;"Woźniki - miasto (4)";8,2;7,7;7,7;0,0;0,0;0,0;
2407085;"Woźniki - obszar wiejski (5)";0,3;0,3;0,3;0,0;0,0;0,0;
2408000;"Powiat mikołowski";61,2;57,1;54,6;28,2;24,5;22,3;
2408011;"Łaziska Górne (1)";16,4;12,9;11,5;13,3;9,8;8,4;
2408021;"Mikołów (1)";14,2;14,0;13,4;5,6;5,4;4,9;
2408031;"Orzesze (1)";21,4;21,5;21,3;2,0;2,0;2,0;
2408042;"Ornontowice (2)";5,0;5,0;4,9;5,0;5,0;4,9;
2408052;"Wyry (2)";4,2;3,7;3,5;2,3;2,3;2,1;
2409000;"Powiat myszkowski";30,3;29,1;28,7;27,5;26,6;26,4;
2409011;"Myszków (1)";5,6;5,5;5,5;3,9;3,8;3,8;
2409042;"Poraj (2)";23,0;22,2;22,0;23,0;22,2;22,0;
2409053;"Żarki (3)";1,7;1,4;1,2;0,6;0,6;0,6;
2409054;"Żarki - miasto (4)";0,4;0,4;0,4;0,3;0,3;0,3;
2409055;"Żarki - obszar wiejski (5)";1,3;1,0;0,8;0,3;0,3;0,3;
2410000;"Powiat pszczyński";25,7;25,8;30,9;8,1;7,9;13,2;
2410012;"Goczałkowice-Zdrój (2)";0,0;0,0;5,9;0,0;0,0;5,9;
2410022;"Kobiór (2)";1,2;1,2;1,2;1,2;1,2;1,2;
2410032;"Miedźna (2)";0,1;0,5;0,4;0,1;0,1;0,0;
2410042;"Pawłowice (2)";3,4;3,4;3,4;3,4;3,4;3,4;
2410053;"Pszczyna (3)";3,8;3,4;2,9;3,4;3,2;2,7;
2410054;"Pszczyna - miasto (4)";3,0;3,0;2,5;3,0;3,0;2,5;
2410055;"Pszczyna - obszar wiejski (5)";0,8;0,4;0,4;0,4;0,2;0,2;
2410062;"Suszec (2)";17,2;17,3;17,1;0,0;0,0;0,0;
