"Kod";"Nazwa";"jednorodzinne;2020;[ha]";"jednorodzinne;2021;[ha]";"jednorodzinne;2022;[ha]";"jednorodzinne - uzbrojone;2020;[ha]";"jednorodzinne - uzbrojone;2021;[ha]";"jednorodzinne - uzbrojone;2022;[ha]";
2814065;"Jeziorany - obszar wiejski (5)";8;8;3;0;0;0;
2814072;"Jonkowo (2)";0;1;1;0;1;1;
2814093;"Olsztynek (3)";151;150;149;96;96;96;
2814094;"Olsztynek - miasto (4)";60;60;59;50;50;50;
2814095;"Olsztynek - obszar wiejski (5)";91;90;90;46;46;46;
2814102;"Purda (2)";3;3;3;1;1;1;
2814112;"Stawiguda (2)";5;5;5;0;0;0;
2815000;"Powiat ostródzki";41;42;40;14;14;13;
2815011;"Ostróda (1)";6;6;6;6;6;6;
2815022;"Dąbrówno (2)";1;1;0;0;0;0;
2815032;"Grunwald (2)";2;1;1;2;1;1;
2815042;"Łukta (2)";1;1;1;1;1;1;
2815052;"Małdyty (2)";12;12;11;0;0;0;
2815063;"Miłakowo (3)";1;2;2;1;1;1;
2815064;"Miłakowo - miasto (4)";1;1;1;1;1;1;
2815065;"Miłakowo - obszar wiejski (5)";0;1;1;0;0;0;
2815073;"Miłomłyn (3)";8;7;5;0;0;0;
2815074;"Miłomłyn - miasto (4)";7;6;4;0;0;0;
2815075;"Miłomłyn - obszar wiejski (5)";1;1;1;0;0;0;
2815083;"Morąg (3)";2;6;9;2;3;3;
2815084;"Morąg - miasto (4)";1;2;2;1;2;2;
2815085;"Morąg - obszar wiejski (5)";1;4;6;1;1;1;
2815092;"Ostróda (2)";7;6;5;1;1;1;
2816000;"Powiat piski";69;65;62;17;14;13;
2816013;"Biała Piska (3)";4;4;3;1;1;1;
2816014;"Biała Piska - miasto (4)";3;3;3;1;1;1;
2816023;"Orzysz (3)";15;13;12;15;13;12;
2816024;"Orzysz - miasto (4)";14;12;11;14;12;11;
2816025;"Orzysz - obszar wiejski (5)";1;1;1;1;1;1;
2816033;"Pisz (3)";50;48;47;0;0;0;
2816034;"Pisz - miasto (4)";8;7;6;0;0;0;
2816035;"Pisz - obszar wiejski (5)";41;41;41;0;0;0;
2816043;"Ruciane-Nida (3)";1;1;1;1;1;1;
2816044;"Ruciane-Nida - miasto (4)";1;0;0;1;0;0;
2816045;"Ruciane-Nida - obszar wiejski (5)";1;0;0;1;0;0;
2817000;"Powiat szczycieński";87;78;74;17;18;17;
2817011;"Szczytno (1)";7;7;7;3;3;3;
2817022;"Dźwierzuty (2)";10;10;10;7;7;7;
2817032;"Jedwabno (2)";1;1;1;1;1;1;
2817043;"Pasym (3)";48;41;38;3;5;5;
2817044;"Pasym - miasto (4)";48;41;36;3;5;5;
2817045;"Pasym - obszar wiejski (5)";0;0;2;0;0;0;
2817052;"Rozogi (2)";10;9;9;1;1;1;
2817062;"Szczytno (2)";10;9;9;2;1;1;
2817083;"Wielbark (3)";1;1;1;0;0;0;
2817084;"Wielbark - miasto (4)";1;1;1;0;0;0;
2818000;"Powiat gołdapski";9;6;6;6;3;3;
2818022;"Dubeninki (2)";4;4;4;2;2;2;
2818033;"Gołdap (3)";5;2;2;4;1;1;
2818034;"Gołdap - miasto (4)";5;2;2;4;1;1;
2819000;"Powiat węgorzewski";42;41;41;19;19;19;
2819012;"Budry (2)";15;15;15;2;2;2;
2819022;"Pozezdrze (2)";11;11;11;11;11;11;
2819033;"Węgorzewo (3)";16;16;15;6;5;5;
2819034;"Węgorzewo - miasto (4)";11;11;11;2;2;2;
2819035;"Węgorzewo - obszar wiejski (5)";5;4;4;4;4;4;
2861000;"Powiat m. Elbląg";61;60;55;1;3;3;
2861011;"Elbląg (1)";61;60;55;1;3;3;
2862000;"Powiat m. Olsztyn";17;20;20;17;20;20;
2862011;"Olsztyn (1)";17;20;20;17;20;20;
3000000;"WIELKOPOLSKIE";1175;1142;1140;507;431;415;
3001000;"Powiat chodzieski";29;28;27;15;15;14;
3001011;"Chodzież (1)";5;5;5;3;3;2;
3001022;"Budzyń (2)";1;;;1;;;
3001023;"Budzyń (3)";;1;2;;1;2;
3001024;"Budzyń - miasto (4)";;1;1;;1;1;
3001025;"Budzyń - obszar wiejski (5)";;0;1;;0;1;
3001032;"Chodzież (2)";9;9;9;9;9;9;
3001043;"Margonin (3)";8;8;9;1;1;0;
3001044;"Margonin - miasto (4)";8;8;9;0;0;0;
3001053;"Szamocin (3)";5;4;4;1;1;1;
3001054;"Szamocin - miasto (4)";4;3;3;1;0;0;
3001055;"Szamocin - obszar wiejski (5)";1;1;1;1;1;1;
3002000;"Powiat czarnkowsko-trzcianecki";202;197;198;159;156;155;
3002011;"Czarnków (1)";27;26;26;9;9;9;
3002022;"Czarnków (2)";10;11;14;0;0;0;
3002043;"Krzyż Wielkopolski (3)";16;13;12;3;2;2;
3002044;"Krzyż Wielkopolski - miasto (4)";14;12;11;3;2;2;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";1;1;1;0;0;0;
3002052;"Lubasz (2)";0;0;1;0;0;1;
3002073;"Trzcianka (3)";144;142;140;144;142;140;
3002074;"Trzcianka - miasto (4)";74;72;71;74;72;71;
3002075;"Trzcianka - obszar wiejski (5)";71;71;69;71;71;69;
3002083;"Wieleń (3)";5;3;3;2;2;2;
3002084;"Wieleń - miasto (4)";4;2;2;2;2;1;
3002085;"Wieleń - obszar wiejski (5)";1;1;1;0;0;1;
3003000;"Powiat gnieźnieński";66;60;65;16;15;14;
3003011;"Gniezno (1)";29;27;26;0;0;0;
3003023;"Czerniejewo (3)";2;2;4;1;1;1;
3003024;"Czerniejewo - miasto (4)";2;2;4;1;1;1;
3003032;"Gniezno (2)";14;13;12;13;13;12;
3003062;"Łubowo (2)";1;1;1;0;0;0;
3003072;"Mieleszyn (2)";0;0;5;0;0;0;
3003082;"Niechanowo (2)";12;12;12;0;0;0;
3003093;"Trzemeszno (3)";7;5;5;0;0;0;
3003094;"Trzemeszno - miasto (4)";5;5;5;0;0;0;
3003095;"Trzemeszno - obszar wiejski (5)";1;0;0;0;0;0;
3003103;"Witkowo (3)";1;1;1;1;1;1;
3003104;"Witkowo - miasto (4)";1;1;1;1;1;1;
3004000;"Powiat gostyński";14;9;7;2;1;1;
3004013;"Borek Wielkopolski (3)";1;0;0;1;0;0;
3004015;"Borek Wielkopolski - obszar wiejski (5)";1;0;0;1;0;0;
3004023;"Gostyń (3)";2;2;2;0;0;0;
3004024;"Gostyń - miasto (4)";1;1;1;0;0;0;
3004025;"Gostyń - obszar wiejski (5)";1;1;1;0;0;0;
3004033;"Krobia (3)";1;1;1;0;0;0;
3004035;"Krobia - obszar wiejski (5)";1;1;1;0;0;0;
3004042;"Pępowo (2)";1;0;0;0;0;0;
3004052;"Piaski (2)";2;2;2;1;1;0;
3004063;"Pogorzela (3)";2;2;2;1;0;0;
3004064;"Pogorzela - miasto (4)";1;1;1;0;0;0;
3004065;"Pogorzela - obszar wiejski (5)";1;1;1;0;0;0;
3004073;"Poniec (3)";5;2;0;0;0;0;
3004074;"Poniec - miasto (4)";5;2;0;0;0;0;
3005000;"Powiat grodziski";8;8;7;5;5;5;
3005023;"Grodzisk Wielkopolski (3)";3;3;3;3;3;3;
3005024;"Grodzisk Wielkopolski - miasto (4)";3;3;3;3;3;3;
3005043;"Rakoniewice (3)";4;4;4;2;2;2;
3005044;"Rakoniewice - miasto (4)";2;2;2;2;2;2;
3005045;"Rakoniewice - obszar wiejski (5)";2;2;2;0;0;0;
3005053;"Wielichowo (3)";1;1;1;0;0;0;
3005054;"Wielichowo - miasto (4)";1;1;1;0;0;0;
3006000;"Powiat jarociński";12;12;13;6;5;5;
3006013;"Jaraczewo (3)";2;2;2;2;2;2;
3006014;"Jaraczewo - miasto (4)";2;2;2;2;2;2;
3006023;"Jarocin (3)";10;10;12;4;4;4;
3006024;"Jarocin - miasto (4)";7;6;6;1;1;1;
3006025;"Jarocin - obszar wiejski (5)";3;4;6;3;3;3;
3007000;"Powiat kaliski";8;8;7;1;1;1;
3007032;"Ceków-Kolonia (2)";3;3;3;0;0;0;
3007052;"Koźminek (2)";1;;;1;;;
3007053;"Koźminek (3)";;1;1;;1;1;
3007055;"Koźminek - obszar wiejski (5)";;1;1;;1;1;
3007093;"Stawiszyn (3)";4;4;4;0;0;0;
3007094;"Stawiszyn - miasto (4)";2;2;2;0;0;0;
3007095;"Stawiszyn - obszar wiejski (5)";2;2;2;0;0;0;
3008000;"Powiat kępiński";35;34;31;31;30;29;
3008012;"Baranów (2)";25;25;24;25;25;24;
3008022;"Bralin (2)";2;2;0;1;1;0;
3008033;"Kępno (3)";5;5;4;4;4;4;
3008034;"Kępno - miasto (4)";3;3;3;3;3;3;
3008035;"Kępno - obszar wiejski (5)";2;2;2;2;2;1;
3008042;"Łęka Opatowska (2)";1;1;1;0;0;0;
3008062;"Rychtal (2)";1;1;1;0;0;0;
3008072;"Trzcinica (2)";1;1;1;1;1;1;
3009000;"Powiat kolski";19;19;19;14;14;14;
3009011;"Koło (1)";2;2;2;0;0;0;
3009022;"Babiak (2)";11;11;12;11;11;12;
3009043;"Dąbie (3)";1;1;1;1;1;1;
3009044;"Dąbie - miasto (4)";1;1;1;1;1;1;
3009063;"Kłodawa (3)";1;1;0;1;1;0;
3009064;"Kłodawa - miasto (4)";1;1;0;1;1;0;
3009082;"Kościelec (2)";2;2;2;0;0;0;
3009092;"Olszówka (2)";2;2;2;1;1;1;
3009102;"Osiek Mały (2)";1;1;1;0;0;0;
3010000;"Powiat koniński";17;15;14;6;4;4;
3010013;"Golina (3)";2;2;2;0;0;0;
3010014;"Golina - miasto (4)";2;2;2;0;0;0;
3010043;"Kleczew (3)";2;2;2;2;2;2;
3010044;"Kleczew - miasto (4)";2;2;2;2;2;2;
3010062;"Krzymów (2)";1;1;1;0;0;0;
3010082;"Rzgów (2)";1;1;1;0;0;0;
3010103;"Sompolno (3)";4;4;3;2;1;1;
3010104;"Sompolno - miasto (4)";3;2;2;1;0;0;
3010105;"Sompolno - obszar wiejski (5)";1;1;1;1;1;1;
3010132;"Wierzbinek (2)";4;4;4;0;0;0;
3010142;"Wilczyn (2)";1;1;1;1;1;1;
3011000;"Powiat kościański";9;7;6;0;1;2;
3011023;"Czempiń (3)";5;2;2;0;0;2;
3011024;"Czempiń - miasto (4)";3;0;0;0;0;0;
3011025;"Czempiń - obszar wiejski (5)";2;2;2;0;0;2;
3011032;"Kościan (2)";3;2;2;0;0;0;
3011043;"Krzywiń (3)";1;1;1;0;0;0;
3011045;"Krzywiń - obszar wiejski (5)";1;1;1;0;0;0;
3011053;"Śmigiel (3)";0;1;1;0;0;0;
3011055;"Śmigiel - obszar wiejski (5)";0;1;1;0;0;0;
3012000;"Powiat krotoszyński";39;39;39;2;2;5;
3012011;"Sulmierzyce (1)";5;5;5;0;0;0;
3012023;"Kobylin (3)";0;1;4;0;1;4;
3012024;"Kobylin - miasto (4)";0;0;3;0;0;3;
3012025;"Kobylin - obszar wiejski (5)";0;1;1;0;1;1;
3012052;"Rozdrażew (2)";2;1;1;2;1;1;
3012063;"Zduny (3)";32;32;29;0;0;0;
3012064;"Zduny - miasto (4)";17;16;16;0;0;0;
3012065;"Zduny - obszar wiejski (5)";15;15;13;0;0;0;
3013000;"Powiat leszczyński";7;7;7;2;2;2;
3013012;"Krzemieniewo (2)";2;2;1;2;2;1;
3013022;"Lipno (2)";1;0;0;1;0;0;
3013043;"Rydzyna (3)";0;1;2;0;0;0;
3013044;"Rydzyna - miasto (4)";0;1;1;0;0;0;
3013045;"Rydzyna - obszar wiejski (5)";0;0;1;0;0;0;
3013052;"Święciechowa (2)";0;1;1;0;0;0;
3013062;"Wijewo (2)";2;2;2;0;0;0;
3013072;"Włoszakowice (2)";3;1;0;0;0;0;
3014000;"Powiat międzychodzki";13;13;13;2;2;2;
3014033;"Międzychód (3)";12;12;11;1;1;1;
3014035;"Międzychód - obszar wiejski (5)";12;11;11;1;1;1;
3014043;"Sieraków (3)";2;2;1;2;2;1;
3014045;"Sieraków - obszar wiejski (5)";2;2;1;2;2;1;
3015000;"Powiat nowotomyski";35;34;34;12;11;11;
3015023;"Lwówek (3)";4;4;4;4;4;4;
3015024;"Lwówek - miasto (4)";2;2;2;2;2;2;
3015025;"Lwówek - obszar wiejski (5)";2;2;2;2;2;2;
3015032;"Miedzichowo (2)";1;0;0;1;0;0;
3015043;"Nowy Tomyśl (3)";13;13;13;1;0;0;
3015045;"Nowy Tomyśl - obszar wiejski (5)";13;13;13;1;0;0;
3015053;"Opalenica (3)";5;6;6;3;4;4;
3015055;"Opalenica - obszar wiejski (5)";5;6;6;3;4;4;
3015063;"Zbąszyń (3)";11;11;11;3;3;3;
3015064;"Zbąszyń - miasto (4)";2;2;2;2;2;2;
3015065;"Zbąszyń - obszar wiejski (5)";9;9;9;0;0;0;
3016000;"Powiat obornicki";22;16;12;21;16;12;
3016013;"Oborniki (3)";13;10;8;13;10;8;
3016014;"Oborniki - miasto (4)";3;2;2;3;2;2;
3016015;"Oborniki - obszar wiejski (5)";10;7;6;10;7;6;
3016023;"Rogoźno (3)";9;6;4;8;6;4;
3016024;"Rogoźno - miasto (4)";7;4;2;6;4;2;
3016025;"Rogoźno - obszar wiejski (5)";2;2;2;2;2;2;
3016032;"Ryczywół (2)";1;1;1;0;0;0;
3017000;"Powiat ostrowski";43;42;72;31;28;29;
3017011;"Ostrów Wielkopolski (1)";8;7;7;7;7;7;
3017023;"Nowe Skalmierzyce (3)";1;1;31;1;1;1;
3017024;"Nowe Skalmierzyce - miasto (4)";0;0;30;0;0;0;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";1;1;1;1;1;1;
3017033;"Odolanów (3)";5;4;3;0;0;0;
3017034;"Odolanów - miasto (4)";1;1;0;0;0;0;
3017035;"Odolanów - obszar wiejski (5)";4;3;3;0;0;0;
3017052;"Przygodzice (2)";5;4;4;4;3;3;
3017063;"Raszków (3)";1;0;1;1;0;1;
3017065;"Raszków - obszar wiejski (5)";1;0;1;1;0;1;
3017072;"Sieroszewice (2)";0;2;2;0;0;0;
3017082;"Sośnie (2)";24;24;24;18;18;18;
3018000;"Powiat ostrzeszowski";13;12;11;7;7;6;
3018042;"Kobyla Góra (2)";7;7;6;7;7;6;
3018052;"Kraszewice (2)";1;0;0;1;0;0;
3018073;"Ostrzeszów (3)";5;5;5;0;0;0;
3018074;"Ostrzeszów - miasto (4)";1;1;1;0;0;0;
3018075;"Ostrzeszów - obszar wiejski (5)";4;4;4;0;0;0;
3019000;"Powiat pilski";108;106;105;11;11;11;
3019011;"Piła (1)";89;88;88;2;2;2;
3019032;"Kaczory (2)";6;6;;1;1;;
3019033;"Kaczory (3)";;;5;;;2;
3019034;"Kaczory - miasto (4)";;;3;;;1;
3019035;"Kaczory - obszar wiejski (5)";;;2;;;1;
3019043;"Łobżenica (3)";1;1;1;1;1;1;
3019044;"Łobżenica - miasto (4)";1;1;1;1;1;1;
3019073;"Ujście (3)";10;10;9;6;6;6;
3019074;"Ujście - miasto (4)";4;4;3;2;2;1;
3019075;"Ujście - obszar wiejski (5)";6;6;6;5;5;4;
3019093;"Wysoka (3)";1;1;1;1;1;1;
3019094;"Wysoka - miasto (4)";1;1;1;1;1;1;
3020000;"Powiat pleszewski";13;12;12;3;3;3;
3020033;"Dobrzyca (3)";2;2;2;2;2;2;
3020035;"Dobrzyca - obszar wiejski (5)";2;2;1;2;2;1;
3020042;"Gizałki (2)";1;1;1;1;1;1;
3020052;"Gołuchów (2)";2;2;2;1;1;1;
3020063;"Pleszew (3)";9;8;8;0;0;0;
3020064;"Pleszew - miasto (4)";3;3;3;0;0;0;
3020065;"Pleszew - obszar wiejski (5)";6;5;5;0;0;0;
3021000;"Powiat poznański";173;167;164;44;42;39;
3021033;"Buk (3)";1;1;1;1;1;0;
3021035;"Buk - obszar wiejski (5)";1;1;1;1;1;0;
3021042;"Czerwonak (2)";7;6;5;7;6;5;
3021052;"Dopiewo (2)";18;18;18;0;0;0;
3021072;"Komorniki (2)";18;18;18;0;0;0;
3021083;"Kostrzyn (3)";1;1;1;0;0;0;
3021084;"Kostrzyn - miasto (4)";1;1;1;0;0;0;
3021093;"Kórnik (3)";6;6;6;2;2;2;
3021094;"Kórnik - miasto (4)";5;5;5;1;1;1;
3021095;"Kórnik - obszar wiejski (5)";1;1;1;1;1;1;
3021103;"Mosina (3)";67;66;65;0;0;0;
3021104;"Mosina - miasto (4)";43;42;41;0;0;0;
3021105;"Mosina - obszar wiejski (5)";24;24;23;0;0;0;
3021113;"Murowana Goślina (3)";4;4;3;0;0;0;
3021114;"Murowana Goślina - miasto (4)";1;1;0;0;0;0;
3021115;"Murowana Goślina - obszar wiejski (5)";3;3;3;0;0;0;
3021123;"Pobiedziska (3)";15;14;16;0;0;0;
3021124;"Pobiedziska - miasto (4)";15;14;14;0;0;0;
3021125;"Pobiedziska - obszar wiejski (5)";0;0;2;0;0;0;
3021132;"Rokietnica (2)";1;1;1;1;1;1;
3021143;"Stęszew (3)";1;1;0;0;1;0;
3021145;"Stęszew - obszar wiejski (5)";1;1;0;0;1;0;
3021152;"Suchy Las (2)";1;2;1;1;1;1;
3021163;"Swarzędz (3)";1;0;0;1;0;0;
3021165;"Swarzędz - obszar wiejski (5)";1;0;0;1;0;0;
3021172;"Tarnowo Podgórne (2)";30;30;30;30;30;30;
3022000;"Powiat rawicki";19;22;19;5;5;5;
3022013;"Bojanowo (3)";3;3;3;3;3;3;
3022014;"Bojanowo - miasto (4)";1;1;1;1;1;1;
3022015;"Bojanowo - obszar wiejski (5)";2;2;2;2;2;2;
3022033;"Miejska Górka (3)";1;1;1;1;1;1;
3022034;"Miejska Górka - miasto (4)";1;1;1;1;1;1;
3022042;"Pakosław (2)";6;8;6;0;0;0;
3022053;"Rawicz (3)";9;9;9;0;0;0;
3022054;"Rawicz - miasto (4)";9;9;9;0;0;0;
3023000;"Powiat słupecki";4;4;3;4;4;3;
3023032;"Orchowo (2)";2;2;2;2;2;2;
3023062;"Słupca (2)";1;1;1;1;1;1;
3024000;"Powiat szamotulski";12;12;11;11;10;9;
3024011;"Obrzycko (1)";1;0;0;0;0;0;
3024022;"Duszniki (2)";2;2;2;2;2;2;
3024032;"Kaźmierz (2)";0;1;2;0;0;1;
3024053;"Ostroróg (3)";2;2;2;1;1;1;
3024054;"Ostroróg - miasto (4)";1;1;1;1;1;1;
3024055;"Ostroróg - obszar wiejski (5)";1;1;1;0;0;0;
3024063;"Pniewy (3)";1;2;2;1;2;2;
3024064;"Pniewy - miasto (4)";1;1;1;1;1;1;
3024065;"Pniewy - obszar wiejski (5)";1;1;1;1;1;1;
3024073;"Szamotuły (3)";5;3;2;5;3;2;
3024074;"Szamotuły - miasto (4)";3;2;2;3;2;2;
3024075;"Szamotuły - obszar wiejski (5)";2;2;0;2;2;0;
3024083;"Wronki (3)";1;1;1;1;1;1;
3024084;"Wronki - miasto (4)";1;1;1;1;1;1;
3025000;"Powiat średzki";13;12;11;11;10;10;
3025012;"Dominowo (2)";1;1;0;0;0;0;
3025022;"Krzykosy (2)";1;1;1;1;0;0;
3025043;"Środa Wielkopolska (3)";10;10;10;10;10;10;
3025044;"Środa Wielkopolska - miasto (4)";5;4;4;5;4;4;
3025045;"Środa Wielkopolska - obszar wiejski (5)";6;6;6;6;6;6;
3026000;"Powiat śremski";37;25;21;2;1;1;
3026012;"Brodnica (2)";16;8;5;0;0;0;
3026023;"Dolsk (3)";1;1;1;1;1;1;
3026024;"Dolsk - miasto (4)";1;1;1;1;1;1;
3026025;"Dolsk - obszar wiejski (5)";1;1;1;0;0;0;
3026033;"Książ Wielkopolski (3)";1;0;0;1;0;0;
3026034;"Książ Wielkopolski - miasto (4)";1;0;0;1;0;0;
3026043;"Śrem (3)";18;16;14;0;0;0;
3026044;"Śrem - miasto (4)";17;14;13;0;0;0;
3026045;"Śrem - obszar wiejski (5)";1;1;1;0;0;0;
3027000;"Powiat turecki";30;30;30;2;2;2;
3027011;"Turek (1)";1;1;0;1;1;0;
3027052;"Malanów (2)";1;1;1;0;0;0;
3027073;"Tuliszków (3)";2;2;2;1;1;1;
3027075;"Tuliszków - obszar wiejski (5)";1;1;1;1;1;1;
3027082;"Turek (2)";1;1;1;0;0;0;
3027092;"Władysławów (2)";25;25;25;0;0;0;
3028000;"Powiat wągrowiecki";20;23;21;8;6;5;
3028011;"Wągrowiec (1)";4;3;3;0;0;0;
3028022;"Damasławek (2)";1;1;1;0;0;0;
3028033;"Gołańcz (3)";3;2;2;3;2;2;
3028034;"Gołańcz - miasto (4)";3;2;2;3;2;2;
3028042;"Mieścisko (2)";2;8;7;2;2;1;
3028053;"Skoki (3)";8;7;6;3;1;1;
3028054;"Skoki - miasto (4)";4;4;4;1;1;1;
3028055;"Skoki - obszar wiejski (5)";4;3;2;2;1;1;
3028062;"Wapno (2)";0;0;1;0;0;0;
3028072;"Wągrowiec (2)";3;2;2;0;0;0;
3029000;"Powiat wolsztyński";3;3;3;2;1;2;
3029012;"Przemęt (2)";3;2;1;2;1;0;
3029022;"Siedlec (2)";1;1;2;0;0;2;
3030000;"Powiat wrzesiński";3;3;2;0;0;0;
3030053;"Września (3)";2;2;2;0;0;0;
3030054;"Września - miasto (4)";2;2;2;0;0;0;
3030055;"Września - obszar wiejski (5)";1;0;0;0;0;0;
3031000;"Powiat złotowski";93;79;72;19;14;10;
3031011;"Złotów (1)";15;14;14;0;0;0;
3031023;"Jastrowie (3)";7;5;3;3;2;1;
3031024;"Jastrowie - miasto (4)";6;4;2;3;2;1;
3031025;"Jastrowie - obszar wiejski (5)";1;1;1;0;0;0;
3031033;"Krajenka (3)";41;40;39;3;3;3;
3031034;"Krajenka - miasto (4)";26;25;25;0;0;0;
3031035;"Krajenka - obszar wiejski (5)";15;15;14;3;3;3;
3031042;"Lipka (2)";2;3;3;2;2;2;
3031053;"Okonek (3)";17;14;12;5;4;3;
3031054;"Okonek - miasto (4)";16;13;12;4;3;3;
3031055;"Okonek - obszar wiejski (5)";1;0;0;1;0;0;
3031062;"Tarnówka (2)";4;2;1;4;2;1;
3031082;"Złotów (2)";7;2;0;3;2;0;
3061000;"Powiat m. Kalisz";2;2;2;2;1;1;
3061011;"Kalisz (1)";2;2;2;2;1;1;
3062000;"Powiat m. Konin";2;1;1;0;0;0;
3062011;"Konin (1)";2;1;1;0;0;0;
3063000;"Powiat m. Leszno";6;25;24;3;5;4;
3063011;"Leszno (1)";6;25;24;3;5;4;
3064000;"Powiat m. Poznań";49;57;55;49;0;0;
3064011;"Poznań (1)";49;57;55;49;0;0;
3200000;"ZACHODNIOPOMORSKIE";1895;1834;1828;785;764;738;
3201000;"Powiat białogardzki";67;61;93;5;5;5;
3201011;"Białogard (1)";18;12;38;0;0;0;
3201022;"Białogard (2)";35;35;35;3;3;3;
3201033;"Karlino (3)";13;12;19;1;0;0;
3201034;"Karlino - miasto (4)";13;12;19;1;0;0;
3201043;"Tychowo (3)";1;2;2;1;2;2;
3201044;"Tychowo - miasto (4)";1;1;1;1;1;1;
3202000;"Powiat choszczeński";97;96;94;59;57;56;
3202012;"Bierzwnik (2)";7;7;7;7;7;7;
3202023;"Choszczno (3)";39;39;39;1;1;1;
3202024;"Choszczno - miasto (4)";22;22;22;0;0;0;
3202025;"Choszczno - obszar wiejski (5)";17;17;17;0;0;0;
3202033;"Drawno (3)";17;16;15;17;16;15;
3202034;"Drawno - miasto (4)";8;7;6;8;7;6;
3202035;"Drawno - obszar wiejski (5)";9;9;9;9;9;9;
3202053;"Pełczyce (3)";25;25;25;25;25;25;
3202054;"Pełczyce - miasto (4)";25;25;25;25;25;25;
3202063;"Recz (3)";9;9;9;9;9;9;
3202064;"Recz - miasto (4)";9;9;9;9;9;9;
3203000;"Powiat drawski";100;99;97;13;15;17;
3203013;"Czaplinek (3)";38;36;36;0;3;3;
3203014;"Czaplinek - miasto (4)";11;11;11;0;0;0;
3203015;"Czaplinek - obszar wiejski (5)";27;25;25;0;3;3;
3203023;"Drawsko Pomorskie (3)";14;13;11;4;2;4;
3203024;"Drawsko Pomorskie - miasto (4)";14;13;11;4;2;4;
3203033;"Kalisz Pomorski (3)";6;9;8;1;2;2;
3203034;"Kalisz Pomorski - miasto (4)";6;9;8;1;2;2;
3203052;"Wierzchowo (2)";3;3;3;3;3;3;
3203063;"Złocieniec (3)";39;39;39;6;5;5;
3203064;"Złocieniec - miasto (4)";35;35;35;2;2;2;
3203065;"Złocieniec - obszar wiejski (5)";4;4;4;4;4;4;
3204000;"Powiat goleniowski";117;115;111;12;11;10;
3204023;"Goleniów (3)";106;105;105;3;2;4;
3204024;"Goleniów - miasto (4)";90;89;89;2;2;3;
3204025;"Goleniów - obszar wiejski (5)";16;15;15;1;1;1;
3204033;"Maszewo (3)";7;7;5;7;7;5;
3204034;"Maszewo - miasto (4)";7;6;4;7;6;4;
3204062;"Przybiernów (2)";5;4;2;2;2;2;
3205000;"Powiat gryficki";103;101;91;38;40;32;
3205023;"Gryfice (3)";13;12;11;2;2;2;
3205024;"Gryfice - miasto (4)";13;12;11;2;2;2;
3205032;"Karnice (2)";6;6;6;4;4;4;
3205043;"Płoty (3)";4;4;3;0;0;0;
3205044;"Płoty - miasto (4)";4;4;3;0;0;0;
3205072;"Rewal (2)";3;3;3;3;3;3;
3205083;"Trzebiatów (3)";77;77;68;29;31;24;
3205084;"Trzebiatów - miasto (4)";65;64;60;24;25;19;
3205085;"Trzebiatów - obszar wiejski (5)";12;12;8;6;6;4;
3206000;"Powiat gryfiński";91;86;84;29;27;26;
3206023;"Cedynia (3)";8;8;8;3;3;3;
3206024;"Cedynia - miasto (4)";3;3;3;1;1;1;
3206025;"Cedynia - obszar wiejski (5)";6;5;5;1;1;1;
3206033;"Chojna (3)";42;40;39;1;1;1;
3206034;"Chojna - miasto (4)";15;15;14;1;1;1;
3206035;"Chojna - obszar wiejski (5)";27;25;25;0;0;0;
3206043;"Gryfino (3)";17;15;14;17;15;14;
3206044;"Gryfino - miasto (4)";14;13;12;14;13;12;
3206045;"Gryfino - obszar wiejski (5)";3;3;3;3;3;3;
3206053;"Mieszkowice (3)";14;14;14;5;5;5;
3206054;"Mieszkowice - miasto (4)";2;2;2;0;0;0;
3206055;"Mieszkowice - obszar wiejski (5)";12;12;12;5;5;5;
3206063;"Moryń (3)";3;3;3;3;3;3;
3206064;"Moryń - miasto (4)";3;3;3;3;3;3;
3206072;"Stare Czarnowo (2)";0;0;1;0;0;0;
3206083;"Trzcińsko-Zdrój (3)";6;5;5;0;0;0;
3206084;"Trzcińsko-Zdrój - miasto (4)";3;2;1;0;0;0;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";3;3;3;0;0;0;
3206092;"Widuchowa (2)";1;1;1;0;0;0;
3207000;"Powiat kamieński";129;124;120;76;72;69;
3207013;"Dziwnów (3)";21;21;21;3;3;3;
3207014;"Dziwnów - miasto (4)";5;5;5;1;1;1;
3207015;"Dziwnów - obszar wiejski (5)";17;17;17;2;2;2;
3207023;"Golczewo (3)";10;9;8;10;9;8;
3207024;"Golczewo - miasto (4)";2;2;2;2;2;2;
3207025;"Golczewo - obszar wiejski (5)";8;7;7;8;7;7;
3207033;"Kamień Pomorski (3)";10;9;8;0;0;0;
3207034;"Kamień Pomorski - miasto (4)";7;6;6;0;0;0;
3207035;"Kamień Pomorski - obszar wiejski (5)";3;3;2;0;0;0;
3207043;"Międzyzdroje (3)";45;43;42;25;23;22;
3207044;"Międzyzdroje - miasto (4)";14;14;14;14;14;14;
3207045;"Międzyzdroje - obszar wiejski (5)";32;30;29;11;9;8;
3207052;"Świerzno (2)";7;7;7;3;3;3;
3207063;"Wolin (3)";36;35;33;36;35;33;
3207064;"Wolin - miasto (4)";35;35;33;35;35;33;
