"Kod";"Nazwa";"liczba imprez;ogółem;2013;[-]";"liczba imprez;ogółem;2014;[-]";"liczba imprez;ogółem;2015;[-]";"liczba imprez;ogółem;2016;[-]";"liczba imprez;ogółem;2017;[-]";"liczba imprez;ogółem;2018;[-]";"liczba imprez;ogółem;2019;[-]";"liczba imprez;ogółem;2020;[-]";"liczba imprez;ogółem;2021;[-]";"liczba imprez;ogółem;2022;[-]";
3202053;"Pełczyce (3)";1;1;0;0;0;0;1;0;0;1;
3202054;"Pełczyce - miasto (4)";1;1;0;0;0;0;1;0;0;1;
3203000;"Powiat drawski";4;4;3;1;0;2;8;0;1;9;
3203013;"Czaplinek (3)";0;0;0;0;0;0;0;0;0;2;
3203014;"Czaplinek - miasto (4)";0;0;0;0;0;0;0;0;0;2;
3203023;"Drawsko Pomorskie (3)";3;3;2;0;0;0;1;0;0;1;
3203024;"Drawsko Pomorskie - miasto (4)";3;3;2;0;0;0;1;0;0;1;
3203033;"Kalisz Pomorski (3)";1;1;1;1;0;1;6;0;1;6;
3203034;"Kalisz Pomorski - miasto (4)";1;1;1;1;0;1;6;0;1;6;
3203063;"Złocieniec (3)";0;0;0;0;0;1;1;0;0;0;
3203064;"Złocieniec - miasto (4)";0;0;0;0;0;1;1;0;0;0;
3204000;"Powiat goleniowski";2;1;1;3;2;3;2;0;0;0;
3204023;"Goleniów (3)";2;1;1;3;2;3;2;0;0;0;
3204024;"Goleniów - miasto (4)";2;1;1;3;2;3;2;0;0;0;
3205000;"Powiat gryficki";2;3;1;2;1;3;1;0;2;1;
3205023;"Gryfice (3)";0;1;0;1;1;2;0;0;0;0;
3205024;"Gryfice - miasto (4)";0;1;0;1;1;2;0;0;0;0;
3205043;"Płoty (3)";0;0;0;0;0;0;0;0;2;0;
3205044;"Płoty - miasto (4)";0;0;0;0;0;0;0;0;2;0;
3205072;"Rewal (2)";1;1;0;0;0;0;0;0;0;0;
3205083;"Trzebiatów (3)";1;1;1;1;0;1;1;0;0;1;
3205084;"Trzebiatów - miasto (4)";1;1;1;1;0;1;1;0;0;1;
3206000;"Powiat gryfiński";6;4;8;9;6;5;2;0;0;0;
3206012;"Banie (2)";3;3;3;3;3;3;0;0;0;0;
3206043;"Gryfino (3)";1;0;2;3;2;2;2;0;0;0;
3206044;"Gryfino - miasto (4)";1;0;2;3;2;2;2;0;0;0;
3206083;"Trzcińsko-Zdrój (3)";2;1;3;3;1;0;0;0;0;0;
3206084;"Trzcińsko-Zdrój - miasto (4)";2;1;3;3;1;0;0;0;0;0;
3207000;"Powiat kamieński";3;6;2;1;3;1;6;0;0;0;
3207023;"Golczewo (3)";0;0;0;0;0;0;1;0;0;0;
3207024;"Golczewo - miasto (4)";0;0;0;0;0;0;1;0;0;0;
3207033;"Kamień Pomorski (3)";1;2;1;0;0;0;1;0;0;0;
3207034;"Kamień Pomorski - miasto (4)";1;2;1;0;0;0;1;0;0;0;
3207043;"Międzyzdroje (3)";0;0;0;0;0;0;3;0;0;0;
3207044;"Międzyzdroje - miasto (4)";0;0;0;0;0;0;3;0;0;0;
3207052;"Świerzno (2)";0;3;0;0;0;0;0;0;0;0;
3207063;"Wolin (3)";2;1;1;1;3;1;1;0;0;0;
3207064;"Wolin - miasto (4)";2;1;1;1;3;1;1;0;0;0;
3208000;"Powiat kołobrzeski";22;45;39;60;55;33;45;2;5;7;
3208011;"Kołobrzeg (1)";21;45;39;59;55;32;43;2;5;7;
3208033;"Gościno (3)";0;0;0;0;0;1;2;0;0;0;
3208034;"Gościno - miasto (4)";0;0;0;0;0;1;2;0;0;0;
3208072;"Ustronie Morskie (2)";1;0;0;1;0;0;0;0;0;0;
3209000;"Powiat koszaliński";8;7;5;4;9;10;9;2;1;5;
3209033;"Bobolice (3)";2;0;0;0;0;0;2;0;1;0;
3209034;"Bobolice - miasto (4)";2;0;0;0;0;0;2;0;1;0;
3209052;"Mielno (2)";3;3;2;2;;;;;;;
3209053;"Mielno (3)";;;;;6;7;5;2;0;3;
3209054;"Mielno - miasto (4)";;;;;6;7;5;2;0;3;
3209063;"Polanów (3)";2;3;2;1;2;2;1;0;0;1;
3209064;"Polanów - miasto (4)";2;3;2;1;2;2;1;0;0;1;
3209073;"Sianów (3)";1;1;1;1;1;1;1;0;0;1;
3209074;"Sianów - miasto (4)";1;1;1;1;1;1;1;0;0;1;
3210000;"Powiat myśliborski";2;2;4;3;3;3;3;0;0;3;
3210013;"Barlinek (3)";0;1;1;2;2;2;1;0;0;0;
3210014;"Barlinek - miasto (4)";0;1;1;2;2;2;1;0;0;0;
3210033;"Dębno (3)";2;1;3;1;1;1;1;0;0;1;
3210034;"Dębno - miasto (4)";2;1;3;1;1;1;1;0;0;1;
3210043;"Myślibórz (3)";0;0;0;0;0;0;1;0;0;2;
3210044;"Myślibórz - miasto (4)";0;0;0;0;0;0;1;0;0;2;
3211000;"Powiat policki";2;2;2;2;3;4;3;1;1;4;
3211043;"Police (3)";2;2;2;2;3;4;3;1;1;4;
3211044;"Police - miasto (4)";2;2;2;2;3;4;3;1;1;4;
3212000;"Powiat pyrzycki";6;6;4;4;3;3;3;0;1;2;
3212033;"Lipiany (3)";3;3;1;1;1;0;1;0;0;1;
3212034;"Lipiany - miasto (4)";3;3;1;1;1;0;1;0;0;1;
3212042;"Przelewice (2)";1;0;0;0;0;0;0;0;0;0;
3212053;"Pyrzyce (3)";1;2;2;2;1;2;2;0;1;1;
3212054;"Pyrzyce - miasto (4)";1;2;2;2;1;2;2;0;1;1;
3212062;"Warnice (2)";1;1;1;1;1;1;0;0;0;0;
3213000;"Powiat sławieński";2;3;2;1;2;3;3;0;0;0;
3213011;"Darłowo (1)";1;1;2;1;0;2;2;0;0;0;
3213021;"Sławno (1)";0;2;0;0;1;1;0;0;0;0;
3213052;"Postomino (2)";1;0;0;0;1;0;1;0;0;0;
3214000;"Powiat stargardzki";32;30;46;28;20;11;4;1;2;2;
3214011;"Stargard (1)";31;27;42;24;19;10;4;1;2;2;
3214033;"Dobrzany (3)";0;3;3;3;0;0;0;0;0;0;
3214034;"Dobrzany - miasto (4)";0;3;3;3;0;0;0;0;0;0;
3214042;"Dolice (2)";1;0;1;1;1;1;0;0;0;0;
3215000;"Powiat szczecinecki";17;4;4;6;5;5;6;0;0;3;
3215011;"Szczecinek (1)";15;4;3;4;4;3;4;0;0;3;
3215033;"Biały Bór (3)";1;0;0;1;0;1;1;0;0;0;
3215034;"Biały Bór - miasto (4)";1;0;0;1;0;1;1;0;0;0;
3215043;"Borne Sulinowo (3)";1;0;1;1;1;1;1;0;0;0;
3215044;"Borne Sulinowo - miasto (4)";1;0;1;1;1;1;1;0;0;0;
3216000;"Powiat świdwiński";2;1;1;1;0;3;4;0;1;2;
3216011;"Świdwin (1)";0;1;0;0;0;1;1;0;0;0;
3216033;"Połczyn-Zdrój (3)";2;0;1;1;0;2;3;0;1;2;
3216034;"Połczyn-Zdrój - miasto (4)";2;0;1;1;0;2;3;0;1;2;
3217000;"Powiat wałecki";5;4;4;7;9;8;7;0;0;3;
3217011;"Wałcz (1)";3;1;2;5;7;6;4;0;0;3;
3217023;"Człopa (3)";1;1;1;1;1;1;1;0;0;0;
3217024;"Człopa - miasto (4)";1;1;1;1;1;1;1;0;0;0;
3217033;"Mirosławiec (3)";1;1;1;1;1;1;2;0;0;0;
3217034;"Mirosławiec - miasto (4)";1;1;1;1;1;1;2;0;0;0;
3217043;"Tuczno (3)";0;1;0;0;0;0;0;0;0;0;
3217044;"Tuczno - miasto (4)";0;1;0;0;0;0;0;0;0;0;
3218000;"Powiat łobeski";4;3;4;5;3;3;4;0;0;3;
3218013;"Dobra (3)";1;1;1;2;0;0;1;0;0;1;
3218014;"Dobra - miasto (4)";1;1;1;2;0;0;1;0;0;1;
3218023;"Łobez (3)";2;1;2;2;2;2;2;0;0;2;
3218024;"Łobez - miasto (4)";2;1;2;2;2;2;2;0;0;2;
3218053;"Węgorzyno (3)";1;1;1;1;1;1;1;0;0;0;
3218054;"Węgorzyno - miasto (4)";1;1;1;1;1;1;1;0;0;0;
3261000;"Powiat m. Koszalin";65;72;71;65;66;62;48;16;35;23;
3261011;"Koszalin (1)";65;72;71;65;66;62;48;16;35;23;
3262000;"Powiat m. Szczecin";128;128;185;162;156;148;117;28;49;113;
3262011;"Szczecin (1)";128;128;185;162;156;148;117;28;49;113;
3263000;"Powiat m. Świnoujście";37;21;11;27;22;19;21;0;22;8;
3263011;"Świnoujście (1)";37;21;11;27;22;19;21;0;22;8;
